TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
0,18640,,3,4,1,1,15,11.67,11.25,15,19,28,12,26,24,6,13,11,A,0,34,49,F,H,130700 ,36,61112 
0,18657,,3,20,2,12,13,12.67,8.4,12.5,16,112,12,32,76,5,15,29,A,1,43,51,F,H,43300 ,26,38681 
1,18664,15,1,1,1,1,20,20,20,20,17,17,10,15,13,4,6,5,F,0,36,59,M,H,51900 ,24,36337 
0,18676,,3,19,3,18,10,10,9.26,10,21,130,8,22,68,4,11,27,S,1,36,53,M,H,76100 ,25,36337 
1,18694,5,1,7,0,2,15,15,6.14,,26,81,9,26,48,4,4,19,A,0,30,68,M,H,32000 ,34,36344 
0,18700,,3,14,1,7,10,10.67,10.5,12,18,130,13,31,71,4,13,28,A,1,32,68,M,U,49900 ,30,0 
0,18732,,4,13,1,8,7,5.5,4.23,7,17,125,10,27,56,4,11,23,S,1,23,48,M,H,86700 ,41,46557 
0,18740,,3,3,3,3,15,13.67,13.67,13.67,21,29,12,25,24,6,13,11,A,0,40,77,F,H,65700 ,29,57099 
0,18757,,7,19,5,12,11,10.14,7.95,10.2,25,69,12,32,52,6,17,22,S,1,27,,F,U,65900 ,35,0 
0,18753,,1,3,0,1,50,35,35,,18,57,13,30,42,6,6,17,A,0,27,38,M,H,68000 ,30,57099 
1,18761,15,4,12,2,6,14,12.5,9.08,12.5,22,76,12,34,58,6,17,23,S,1,40,49,F,H,71400 ,25,57099 
1,18750,20,3,6,2,3,15,13.33,12.5,12.5,25,53,11,33,41,6,17,18,A,1,36,45,F,U,48200 ,26,0 
0,18770,,4,7,1,2,10,10,7.86,10,15,62,13,33,44,6,15,18,A,0,44,86,F,H,71300 ,27,37188 
1,187750,5,4,12,2,7,10,8.75,10.83,7.5,18,53,7,15,23,2,6,9,E,0,40,,U,U,95800 ,35,0 
1,187691,10,5,9,2,5,6,5.2,4.22,5,18,44,6,14,16,2,6,8,E,0,40,,F,U,87200 ,26,0 
0,18787,,1,7,1,2,15,18,15,18,18,62,13,32,48,6,16,20,A,0,40,,F,H,121200 ,32,78964 
0,18817,,4,5,2,2,10,6.5,6,7.5,17,33,12,28,28,6,13,11,A,0,51,63,F,H,55500 ,27,45435 
1,18836,30,2,9,1,5,25,20,10.89,25,20,128,13,35,63,6,17,29,A,0,41,60,F,H,55200 ,34,43669 
0,21176,,2,2,2,2,20,15,15,15,20,29,12,25,25,4,10,9,A,0,25,23,M,H,43700 ,37,44986 
1,18896,20,4,5,2,3,12,13.25,11.6,15.5,18,41,15,35,38,6,15,14,A,0,40,62,M,H,81600 ,42,44986 
0,18952,,1,10,1,6,15,15,12,15,16,105,14,33,68,6,15,27,A,0,12,54,F,H,129800 ,32,73728 
1,18953,11,6,15,3,11,11,10,7.33,11.33,17,113,13,32,66,6,15,27,S,1,14,54,F,H,109300 ,29,73728 
1,190387,25,1,3,1,2,25,25,18.33,25,19,43,4,12,15,2,6,8,E,1,35,,F,U,198900 ,30,0 
1,19020,19,3,5,2,3,10,17,16.2,17,15,41,14,35,39,6,16,15,A,0,34,69,F,H,158800 ,31,47598 
1,25214,25,2,6,0,3,15,15,12,,25,57,11,33,46,6,6,20,A,0,35,46,F,H,182300 ,40,47598 
0,19068,,4,14,3,8,15,15,11.29,15,26,111,11,30,66,5,15,27,A,1,36,61,F,H,62400 ,22,51815 
1,19071,5,10,35,7,21,5,5.1,5,5.14,17,126,12,31,78,6,17,33,S,1,40,56,F,H,69700 ,26,51815 
1,19129,5,3,9,1,5,10,11.33,11.33,10,17,81,13,31,57,6,13,20,S,1,36,55,F,U,53800 ,33,41976 
1,14598,50,2,24,0,6,26,27.5,20.17,,5,126,25,42,101,4,4,28,A,1,38,83,M,H,51000 ,51,40364 
1,56773,8,7,14,4,7,5,10.14,8.71,11.5,20,56,12,32,43,4,14,18,S,1,14,45,U,H,70700 ,17,47385 
0,19214,,2,11,1,9,17,16,9.73,15,25,126,11,31,69,4,13,28,A,1,0,56,F,H,79900 ,0,47572 
1,19208,18,3,12,1,4,20,18,11.08,20,15,80,13,33,59,6,15,23,A,1,0,,F,H,67000 ,0,47572 
0,190777,,2,5,1,3,10,15,10.2,10,19,44,13,32,37,6,15,15,A,0,0,63,M,U,64500 ,0,47572 
1,19235,25,1,6,0,2,20,20,15.33,,20,79,13,29,55,4,4,20,A,0,37,76,M,H,53800 ,37,40567 
0,19241,,3,14,0,6,10,9.33,5,,19,122,12,32,67,5,5,28,S,1,34,,F,U,76000 ,30,0 
1,19260,17.5,2,4,1,2,16,13,8,16,16,74,12,26,34,5,10,13,A,0,40,53,F,U,61000 ,39,42620 
1,187343,50,2,3,2,3,15,12.5,15,12.5,15,24,6,11,10,2,5,5,E,1,36,,U,U,53700 ,43,0 
0,19284,,3,4,1,2,25,21,19.5,17,19,56,13,31,40,6,14,16,A,0,39,49,M,H,51700 ,20,47612 
0,19324,,3,7,3,4,6,26.67,19.71,26.67,15,69,13,34,55,6,16,20,A,0,35,37,U,U,139300 ,28,0 
1,19323,16.87,1,4,1,2,42,42,31.75,42,24,65,11,31,48,6,15,19,A,0,42,73,M,H,74000 ,37,66080 
0,190112,,5,5,4,4,10,8,8,7.5,16,32,4,11,12,2,6,6,E,1,42,,U,U,88300 ,30,0 
0,19363,,7,10,3,4,10,16.43,15.6,16.33,18,41,13,33,39,6,16,15,S,1,27,,F,U,66700 ,18,37312 
0,19491,,1,15,0,9,15,15,8,,20,128,11,21,63,4,4,24,A,1,23,27,F,U,54400 ,28,0 
0,19418,,1,5,1,3,25,25,16.4,25,18,75,14,29,45,5,13,17,A,0,32,68,F,H,41900 ,15,30591 
0,19402,,4,5,3,3,10,8.75,7.8,8.33,18,33,13,27,27,6,13,11,A,1,21,,M,U,48300 ,42,0 
1,19490,10,3,14,1,8,10,10,10.43,10,18,129,13,34,65,6,16,30,S,1,27,55,F,H,73900 ,47,67850 
0,19495,,1,1,1,1,20,20,20,20,17,17,12,17,15,4,6,5,F,0,24,58,F,H,97200 ,37,85664 
0,19498,,2,2,1,1,22,21,21,20,17,28,11,24,22,5,11,10,A,0,24,59,M,H,127500 ,38,85664 
0,10211,,0,12,0,5,10,0,15.58,,4,99,33,33,92,7,7,27,A,1,25,53,F,H,71900 ,28,85664 
1,19510,12.5,2,4,1,2,15,13,11,15,16,105,10,20,35,4,7,13,A,0,24,77,M,H,244100 ,45,85664 
0,39972,,1,2,0,1,17,17,16,,26,41,9,29,31,4,4,13,A,0,17,35,F,U,85600 ,24,43620 
0,19573,,6,10,6,7,10,9.5,9,9.5,17,45,14,34,40,6,17,17,A,1,40,41,F,H,58000 ,36,53204 
1,19581,25,2,34,1,17,25,25,6.65,25,20,124,13,33,76,6,16,33,A,1,18,60,F,H,82100 ,37,53204 
0,19608,,4,17,3,11,10,9.5,7,9.33,18,127,15,37,77,6,17,35,A,1,12,74,F,H,88900 ,35,51792 
1,19621,21,3,4,2,2,19,14.33,12,12,15,44,12,28,35,3,10,12,E,0,32,70,F,H,51700 ,27,46573 
1,19641,30,2,2,0,0,25,17.5,17.5,,19,27,13,27,24,6,6,11,A,0,18,53,F,H,56200 ,23,41391 
1,19664,10,2,2,2,2,21,18,18,18,17,24,13,23,21,6,11,9,N,0,14,74,M,H,228200 ,32,85823 
0,19662,,1,1,1,1,20,20,20,20,20,20,11,18,16,4,7,6,F,0,14,56,F,H,138300 ,31,85823 
0,19686,,4,11,2,6,11,11,8.45,11.5,19,105,13,34,56,6,17,26,S,1,22,61,F,H,140400 ,25,85823 
0,19680,,4,6,0,1,7,6,5.33,,18,68,12,23,34,6,6,13,A,0,12,71,F,H,100100 ,22,85823 
1,18948,17,2,15,2,7,15,15.5,13.4,15.5,24,81,12,32,55,6,17,23,A,1,11,41,U,U,113600 ,21,57708 
0,19739,,3,8,0,3,25,24,16.63,,18,77,14,35,59,6,6,22,S,1,35,,F,U,145000 ,22,62283 
0,185254,,1,10,0,4,20,15,12.2,,4,85,23,43,71,5,5,23,A,0,35,,M,U,124900 ,23,0 
0,19751,,4,5,2,2,6,8.5,8,9,15,32,15,27,27,6,11,9,A,0,35,,F,H,124900 ,23,71376 
1,19779,15,3,8,1,4,30,23.33,17.63,30,17,80,13,34,60,6,16,23,A,0,14,54,M,H,128500 ,28,90527 
1,19499,20,1,2,1,1,25,25,22.5,25,16,31,16,30,27,6,12,10,A,0,22,,F,U,85400 ,20,0 
0,16785,,1,1,1,1,25,25,25,25,20,20,13,20,18,5,8,7,F,0,12,,U,U,123300 ,30,101173 
0,19843,,2,12,2,10,15,17.5,10.92,17.5,23,105,12,32,66,6,16,27,A,1,32,,M,H,61400 ,32,34773 
1,19864,5,6,7,3,3,7,5.67,5.29,5,18,40,13,33,33,6,15,14,A,0,27,57,M,H,63200 ,44,44357 
0,19856,,2,2,1,1,50,30,30,10,18,29,13,27,25,6,13,11,A,0,24,57,U,H,90200 ,58,44357 
0,19891,,3,6,1,3,20,18.67,13.5,21,18,67,15,34,44,6,14,18,A,0,24,,M,U,75300 ,40,44395 
0,19947,,3,6,1,2,5,11.33,11,14,19,52,12,33,42,5,15,17,A,0,27,,F,U,69200 ,40,56512 
0,19976,,1,18,1,13,11,11,5.83,11,16,122,13,31,75,4,12,28,A,1,40,55,F,H,98300 ,29,40669 
1,20031,50,1,1,1,1,50,50,50,50,17,17,11,16,14,5,7,6,F,1,40,31,F,U,75400 ,27,40669 
0,19992,,1,6,0,5,15,15,8.83,,18,80,13,32,47,6,6,20,A,0,24,,M,H,97300 ,30,46591 
1,20015,20,1,8,0,2,21,21,13.38,,23,63,12,31,53,6,6,20,A,0,27,44,U,U,97300 ,31,0 
0,20008,,1,3,0,1,20,20,13.33,,21,41,13,32,34,6,6,13,A,0,27,60,F,H,55700 ,40,46591 
0,19961,,3,4,0,1,15,13.33,11.25,,15,41,14,31,35,5,5,11,A,0,27,,M,U,72200 ,33,43280 
1,20065,40,2,7,0,3,24,32,20.86,,25,77,13,32,56,6,6,21,S,1,40,44,U,U,72200 ,28,0 
0,20029,,1,1,0,0,15,15,15,,16,16,10,15,12,4,4,5,F,0,40,47,M,H,72200 ,28,43280 
1,20106,12,4,4,3,3,14,12,12,12,17,35,12,26,26,6,14,12,A,0,46,71,M,H,94900 ,34,45690 
0,20110,,4,12,1,3,10,8.5,6.83,8,19,62,14,36,54,6,17,21,A,0,47,50,F,H,53100 ,29,45690 
0,20130,,5,21,2,11,10,4.4,2.43,3,20,130,14,33,59,6,15,26,S,1,47,83,F,U,49500 ,27,37819 
0,21401,,2,16,0,7,50,32.5,23.13,,18,111,13,35,75,6,6,31,S,1,36,53,M,H,0 ,28,0 
1,20167,25,3,3,3,3,25,18.33,18.33,18.33,17,35,13,30,29,6,15,13,A,0,47,,M,U,45100 ,22,0 
1,20178,25,3,3,2,2,25,25.67,25.67,25,16,23,14,22,20,6,10,8,N,0,50,41,M,U,40300 ,21,31294 
0,20188,,3,31,3,12,5,5,3.9,5,23,81,11,28,63,5,14,23,S,1,47,,M,U,41900 ,25,34881 
1,20194,10,5,5,4,4,7,6.2,6.2,6,15,28,13,25,24,5,10,9,A,1,41,61,F,H,39900 ,32,34923 
1,20237,13,1,15,0,12,13,13,6.27,,26,129,9,28,69,4,4,28,A,1,40,45,F,H,67400 ,29,39564 
1,19986,10,5,8,3,5,10,10,9,10,16,45,14,34,38,6,15,15,A,0,39,27,M,H,39700 ,2,29717 
1,20302,1,8,34,6,17,3,4.88,3.82,5,15,93,13,31,68,6,17,27,S,1,50,,U,H,40100 ,22,36932 
1,20341,3,5,13,2,8,7,7.4,7.23,7,15,99,11,26,54,5,11,23,S,1,23,49,M,H,142700 ,58,66263 
0,24330,,4,4,2,2,7,8,8,8.5,15,32,12,24,24,5,9,8,A,0,39,,F,U,134600 ,36,0 
1,20338,12.5,2,11,0,5,11,8,8.64,,16,113,13,31,68,5,5,27,A,1,23,74,M,H,199100 ,64,66263 
0,20334,,3,5,2,4,14,13,9.8,12,16,73,14,27,42,6,11,15,A,0,28,,U,U,107000 ,43,66263 
1,190410,9,4,41,2,24,9,10,8.68,9.5,23,112,4,12,44,2,6,20,E,1,28,,F,U,107000 ,43,0 
1,187318,18,2,2,2,2,15,12.5,12.5,12.5,20,24,6,11,11,2,5,5,E,0,37,,F,U,55000 ,31,0 
1,147529,20,2,8,1,4,25,27.5,25,30,25,104,13,32,55,6,16,24,A,1,11,59,F,H,27900 ,21,30432 
0,14752,,2,20,1,8,12,11,13.2,10,26,108,10,30,85,4,13,32,A,1,36,33,F,U,45500 ,41,35776 
1,20401,30,2,6,2,4,20,22.5,16.17,22.5,26,57,11,33,46,5,16,19,A,1,50,65,F,H,47600 ,22,41771 
1,20424,15,3,9,1,6,14,14,9.78,17,19,113,16,35,63,6,14,26,A,0,28,76,M,U,90300 ,36,51649 
0,20407,,0,1,0,0,25,0,25,,23,23,10,10,15,4,4,6,N,0,28,70,F,U,90300 ,36,51649 
1,145899,20,3,3,1,1,20,14,14,20,21,32,13,27,26,6,13,11,A,0,17,,F,U,149100 ,37,0 
1,20438,10,6,7,2,2,10,7.33,7.14,7.5,15,33,14,32,32,6,15,13,A,0,39,71,M,H,50900 ,34,31004 
1,20445,20,2,5,0,2,25,22.5,17.6,,16,68,12,29,48,5,5,18,A,1,32,59,M,H,57200 ,32,31004 
0,23978,,9,29,8,15,4,3.78,4.93,3.75,18,79,12,30,56,6,17,24,S,1,50,,F,U,54300 ,15,0 
0,20083,,4,6,4,4,11,6.5,6.17,6.5,21,29,14,27,28,6,13,11,A,1,51,,M,U,36100 ,24,0 
1,20488,14,3,18,2,10,10,9.33,6.22,9,16,67,13,31,54,5,14,21,S,1,36,55,M,U,42500 ,34,26953 
0,6777,,2,60,1,18,16,18.5,10.47,18,17,111,30,47,105,6,15,27,A,1,28,,F,U,81300 ,32,46083 
1,20522,15,1,1,1,1,15,15,15,15,17,17,10,15,13,4,6,5,F,0,35,47,M,U,120300 ,46,52238 
1,20583,14,4,15,3,8,13,12,8.13,11.67,18,111,14,28,63,6,13,24,S,1,24,69,F,H,81000 ,41,65734 
1,20533,25,3,4,3,3,19,18,15.75,18,21,37,12,30,31,6,15,13,A,0,35,49,M,U,73800 ,39,65734 
0,20573,,1,3,0,1,25,25,20,,23,53,7,25,36,4,4,14,A,0,24,61,F,H,231300 ,40,65734 
0,185114,,2,39,1,11,100,162.5,96.79,125,6,111,35,57,139,6,17,32,A,1,24,79,F,U,93800 ,33,65734 
0,20595,,2,4,0,1,15,16.5,14.75,,18,56,12,31,43,6,6,19,A,0,39,,F,U,50700 ,37,50173 
0,3873,,4,26,4,13,35,33.75,21.35,33.75,22,111,16,37,89,6,17,34,S,1,25,74,F,H,58100 ,31,50173 
0,20612,,3,8,2,4,20,10.67,7.75,6,25,52,11,31,40,6,15,16,A,1,50,34,F,U,46700 ,20,36477 
1,20625,25,3,6,0,0,15,15,12,,20,56,7,28,37,4,4,15,A,0,38,67,F,H,68000 ,38,45294 
1,20631,20,5,11,3,6,15,9.6,7.36,7.67,15,56,12,31,44,5,14,18,A,1,40,42,F,H,61500 ,31,44082 
0,20641,,1,1,0,0,20,20,20,,16,16,12,17,14,5,5,6,F,0,50,27,F,U,50000 ,22,26472 
1,20645,10,1,12,0,6,10,10,11.33,,25,82,10,29,58,5,5,23,A,1,50,,F,U,40500 ,22,0 
0,185957,,4,19,3,8,25,12,11.74,12.33,10,91,20,42,75,7,18,26,A,1,24,64,M,H,142700 ,58,50907 
0,20697,,2,3,1,2,20,15.5,12,20,19,45,14,30,34,6,12,12,A,0,45,53,M,H,69500 ,34,39344 
1,20691,10,2,3,2,2,10,7.5,7,7.5,17,21,13,21,21,6,10,8,N,0,51,39,F,H,54800 ,30,39344 
0,20714,,2,3,2,3,15,12.5,10,12.5,18,41,11,29,31,4,11,11,A,0,53,,M,H,60000 ,33,38862 
1,20721,10,5,12,4,8,11,10,8.5,10,17,67,13,32,50,6,17,22,S,1,46,39,F,H,50400 ,40,29144 
0,20722,,1,6,1,5,62,62,40.67,62,17,128,16,31,65,6,13,28,A,0,50,72,M,U,40400 ,24,29144 
1,5852,10,4,20,3,9,10,10,9.6,10,10,102,37,56,109,6,16,30,A,1,50,80,M,U,40400 ,34,34398 
1,20752,13,4,15,1,9,13,12,8.53,13,18,107,13,35,69,6,17,28,S,1,28,77,M,U,97400 ,56,0 
0,20780,,3,17,1,7,20,19,16.24,20,25,111,13,35,73,6,17,30,S,1,46,,F,H,68000 ,24,35515 
1,20773,5,8,22,7,13,5,5,4.91,5,22,64,12,31,53,6,17,22,S,1,47,,M,H,47500 ,25,35515 
1,20769,5,5,6,3,3,5,4.8,5,4.33,18,33,13,30,29,6,14,12,A,0,36,51,M,H,50400 ,25,35515 
0,20779,,3,7,1,3,15,11,14.29,3,16,71,15,32,57,5,12,20,A,1,46,,U,U,68000 ,24,0 
0,20801,,3,3,2,2,10,10.67,10.67,10,17,23,13,23,21,6,11,9,N,0,36,64,F,U,43600 ,30,30786 
1,20802,25,1,1,1,1,15,15,15,15,24,24,7,17,15,3,7,6,N,0,36,72,U,U,43600 ,30,30786 
1,20821,10,5,14,3,7,10,10.4,12.21,10.67,20,89,13,33,67,6,17,26,A,1,36,45,M,U,63100 ,30,47156 
1,20853,10,5,16,5,12,11,9.4,6.88,9.4,15,130,11,30,71,4,14,30,A,1,23,,F,U,152100 ,62,0 
0,20848,,4,14,3,12,16,14.5,9.93,15,17,88,13,34,64,6,17,26,S,1,23,69,F,H,145800 ,50,55469 
0,20889,,3,5,1,2,11,9.67,8.2,9,19,56,12,27,37,6,12,15,A,0,43,,U,U,51700 ,34,46154 
1,20962,15,1,1,1,1,15,15,15,15,23,23,8,18,16,3,7,6,N,1,39,59,M,H,66800 ,32,40184 
1,20966,20,4,5,3,4,20,18.75,19,18.33,26,41,10,32,35,5,16,15,A,1,39,49,F,H,58800 ,32,40184 
0,20972,,2,6,0,2,30,25,16.67,,18,66,14,35,52,6,6,20,A,1,27,51,M,H,64700 ,35,40184 
0,20997,,10,12,7,7,6,6.1,6.08,6,16,42,14,33,35,6,16,15,S,1,47,,M,H,59500 ,23,40068 
1,21003,10,5,9,3,6,10,16.2,12.22,13.67,15,75,16,36,56,6,15,20,S,1,50,,F,H,51700 ,30,37049 
0,20846,,2,3,1,2,20,60,41.67,100,19,41,13,33,36,6,16,15,A,0,23,,F,U,76800 ,55,48354 
1,21133,13,8,11,4,4,7,7.63,7,8,15,40,13,31,34,6,16,15,S,1,46,,F,U,86300 ,48,0 
0,21034,,2,3,1,1,18,14,14.33,10,18,29,14,29,28,6,14,12,A,0,36,50,F,U,54500 ,41,41417 
0,21042,,8,12,4,6,6,5.88,5.08,5.5,20,76,12,32,52,6,16,21,S,1,38,67,F,U,46300 ,27,41417 
1,21107,7,2,18,1,13,10,10,8.78,10,24,130,12,30,73,4,11,28,A,1,40,78,U,U,67800 ,46,0 
1,21097,25,2,2,1,1,20,15,15,20,21,32,11,27,28,4,11,10,A,0,39,,M,U,62300 ,37,43353 
1,21135,5,4,34,1,16,5,6.25,7.24,8,16,111,13,30,63,5,13,26,S,1,48,,M,U,69400 ,47,0 
1,21144,6,8,32,7,22,8,6.25,6.31,6.43,17,120,14,35,82,6,17,33,S,1,43,,M,U,82700 ,33,0 
1,190778,20,3,5,0,1,10,8.33,7,,18,74,7,18,32,4,4,11,A,0,43,,M,U,87500 ,33,45666 
1,21204,8,6,22,5,10,11,8.33,6.41,9,17,98,14,34,69,6,17,32,S,1,27,57,F,H,67500 ,33,52027 
0,21235,,1,5,0,1,25,25,15.4,,27,76,9,29,50,4,4,20,A,0,46,48,F,U,65300 ,23,0 
1,21244,12,5,13,2,7,12,12,10.31,12,19,85,15,37,63,6,17,25,S,1,42,74,F,U,82800 ,34,0 
1,21259,15,1,23,0,11,10,10,12.48,,15,130,10,25,73,3,3,29,E,1,25,57,F,U,71600 ,23,48516 
1,142,3,7,31,5,14,10,10,6,10,22,129,22,42,110,9,19,44,S,1,43,,F,U,47500 ,30,0 
1,21305,10,2,3,2,2,10,7.5,8.33,7.5,15,21,13,20,19,5,8,7,N,0,46,41,M,U,41500 ,28,40024 
0,21577,,2,4,1,2,15,15,10.5,15,22,56,11,30,42,5,13,15,A,0,49,,F,U,55000 ,29,0 
1,21587,6,7,13,4,7,5,5.71,5.23,6.25,17,79,14,34,52,6,16,22,S,1,36,76,M,H,0 ,29,49981 
1,21335,10,2,13,0,8,10,10,6.92,,20,126,7,21,62,3,3,25,S,1,36,,M,U,52500 ,28,45627 
0,21341,,6,9,6,7,17,18.67,16.44,18.67,16,41,13,33,37,5,16,16,A,1,49,,F,U,48900 ,24,41739 
0,21353,,1,2,1,1,3,15,9,15,15,17,11,16,14,4,6,5,F,0,45,,F,U,61600 ,26,0 
1,21386,10,6,12,5,7,15,9.83,7.83,10.2,17,63,15,34,50,6,15,19,S,1,39,40,F,H,49800 ,22,39725 
0,21390,,7,14,3,7,20,13.71,11.36,14.33,17,67,12,32,53,6,16,21,S,1,41,,F,U,35400 ,30,39725 
0,21389,,1,6,0,2,25,25,11.67,,20,68,14,28,47,6,6,17,A,0,36,,F,U,49800 ,28,0 
1,21373,7,4,6,4,5,5,5.5,5.17,5.5,16,27,15,27,24,6,12,10,A,1,39,38,F,U,49800 ,22,39725 
1,21375,25,2,3,1,1,25,17.5,20,10,17,29,14,29,27,6,14,12,A,0,36,43,F,U,49800 ,28,39725 
1,21414,10,2,16,1,11,10,10,6.88,10,23,128,10,29,71,4,12,30,A,1,51,63,F,H,49800 ,21,45536 
0,4340,,1,22,0,4,25,25,18.09,,18,122,22,44,103,8,8,38,A,0,41,85,M,U,56800 ,20,0 
0,9945,,0,6,0,2,20,0,14.17,,26,69,26,26,73,5,5,19,A,0,43,47,M,U,50600 ,22,45586 
0,21468,,6,29,5,19,5,5.67,3.93,5.6,17,122,12,29,80,5,15,32,S,1,43,,F,U,58900 ,25,42061 
1,1012,15,7,28,5,17,13,15.43,12.21,16.6,5,122,28,48,114,11,22,45,S,1,35,75,M,H,113300 ,32,42061 
1,21463,11,3,8,2,4,12,10.67,9.25,10,18,113,14,31,55,6,14,23,A,0,36,35,F,H,49900 ,29,42061 
1,190326,10,2,12,2,9,10,10,5.58,10,21,89,4,12,32,2,6,15,E,1,36,,M,U,50000 ,22,0 
1,190157,15,3,7,1,3,16,14,9.86,16,15,45,3,11,16,2,6,8,E,0,38,,F,U,60300 ,20,0 
1,62585,25,2,2,1,1,25,14,14,3,15,29,9,13,14,2,3,4,E,0,30,47,F,H,58100 ,37,37083 
1,21539,3,8,29,4,14,3,3.25,3.66,3.5,18,113,13,32,74,6,16,29,S,1,46,57,M,H,99600 ,34,50679 
0,21600,,2,15,0,7,15,14,6.6,,18,122,13,33,71,6,6,31,A,1,41,63,M,H,48300 ,26,40236 
0,21624,,2,8,0,3,35,27.5,11.5,,15,90,13,26,52,5,5,18,A,0,49,55,F,U,58000 ,26,45636 
1,21644,8,5,10,2,5,8,8,7.5,8,18,113,12,31,52,6,14,23,A,0,36,57,F,U,54300 ,36,41125 
1,21659,10,5,8,3,3,6,8.4,7.88,10,18,40,12,31,35,6,15,14,S,1,46,43,M,H,50200 ,26,45788 
0,21702,,6,9,3,6,6,7,5.89,6.33,15,52,12,32,40,6,16,18,A,1,37,46,F,H,71300 ,28,43073 
1,21710,10,2,19,0,13,10,11,9.53,,18,130,11,30,73,4,4,30,A,1,36,,M,U,60000 ,33,43073 
0,2609,,2,20,2,10,5,8.5,8.25,8.5,18,90,21,36,73,9,15,26,A,1,36,66,M,H,60000 ,32,43073 
0,21725,,2,10,1,6,15,15,13.6,15,15,80,13,34,62,5,15,23,A,1,36,77,M,U,72600 ,31,45903 
1,21746,10,3,11,3,8,13,11,10.36,11,17,105,13,32,63,6,15,27,S,1,53,49,F,H,48100 ,32,34388 
1,21757,20,3,7,1,3,20,18,14.57,18,18,76,14,35,58,6,16,22,S,1,45,63,F,H,52900 ,27,36151 
1,21762,8,7,20,3,9,6,6.14,5.5,5.67,16,105,7,27,63,3,13,25,S,1,45,76,F,H,52900 ,27,36151 
0,21771,,2,7,1,2,16,15,11.57,14,26,64,9,28,46,4,13,18,A,0,43,,M,U,59200 ,37,41358 
1,21769,9,4,4,2,2,10,8,8,10,17,32,12,26,25,6,12,10,A,0,36,,M,H,59800 ,36,41358 
1,188893,25,1,12,0,5,25,25,15.5,,5,123,15,37,74,6,6,32,A,1,36,,M,U,70100 ,40,41358 
0,36692,,3,9,3,7,36,26,15.11,26,22,65,13,35,55,6,17,22,A,1,13,76,F,H,54800 ,33,38069 
1,21802,20,1,14,1,9,20,20,8.5,20,23,127,12,31,75,6,15,31,A,1,36,62,F,U,58600 ,38,38069 
1,21815,5,4,5,2,2,6,5.75,5.8,7.5,15,21,15,23,20,6,10,8,N,0,36,26,F,U,54800 ,37,38069 
0,21794,,2,18,1,8,11,11,10.67,11,19,86,12,31,60,5,13,23,A,1,36,,F,U,52100 ,38,0 
0,21843,,3,23,2,13,20,15,12.52,17.5,18,130,13,34,80,6,16,32,S,1,43,85,F,U,58900 ,32,0 
1,21859,10,2,11,1,7,15,12,9.91,9,26,110,10,20,39,4,9,19,A,1,46,58,F,H,82400 ,37,43304 
1,21855,20,1,1,1,1,20,20,20,20,26,26,7,19,16,3,8,7,N,0,46,,F,U,82400 ,37,0 
1,21885,38,2,18,0,9,38,38,27.28,,26,119,13,35,80,5,5,31,A,1,40,75,M,H,109500 ,38,49451 
1,21922,20,2,28,1,12,20,20,15.54,20,21,128,13,34,89,6,17,35,A,1,53,67,F,U,84400 ,25,48269 
1,13434,15,2,19,2,12,10,20.5,10.11,20.5,16,121,27,40,82,5,14,31,A,1,46,75,M,H,104400 ,45,49656 
0,21969,,3,13,0,5,10,10,7.62,,15,126,12,31,66,5,5,29,A,1,49,37,F,H,82400 ,39,51658 
1,21966,6,6,25,5,14,6,6,5.92,6,19,101,11,31,73,5,15,27,S,1,46,,F,U,82400 ,37,51658 
0,22008,,2,12,2,6,9,10,7.5,10,16,75,14,31,56,5,12,21,S,1,51,60,M,U,46200 ,31,37421 
1,190391,16,5,8,4,6,17,16,14.75,16,17,56,4,12,19,2,6,10,E,1,51,67,M,U,34700 ,22,0 
1,22038,10,2,20,2,13,12,11,9.95,11,21,124,13,32,77,6,15,30,S,1,51,53,M,H,44400 ,31,35945 
0,22087,,1,6,0,2,20,20,13.67,,25,76,11,31,57,6,6,21,A,0,53,,F,U,61800 ,35,0 
1,22098,2,11,54,7,25,3,2.73,2.44,2.86,17,128,10,27,76,5,15,32,S,1,36,69,F,H,52900 ,35,41424 
0,9605,,3,17,1,6,10,15,9.47,10,6,81,27,46,101,8,18,26,S,1,48,,F,U,88700 ,45,46845 
1,22119,10,3,14,2,7,10,10,9.43,10,18,74,15,36,54,6,16,21,S,1,43,78,M,H,50800 ,28,28785 
1,22150,5,4,15,3,10,7,5.5,3.8,5.67,16,122,13,34,63,6,16,31,A,1,41,53,F,H,63900 ,35,40186 
0,22132,,4,7,2,3,10,10,9,10,18,52,12,31,36,6,15,15,A,0,41,,M,U,43500 ,35,40186 
1,22149,20,2,12,1,8,20,20,9.25,20,23,112,11,29,67,5,13,28,A,1,45,,M,U,63900 ,30,40186 
0,188026,,6,24,3,14,11,10.67,8.5,10.67,18,93,7,15,35,2,6,16,E,1,36,,M,U,63900 ,33,0 
