,評等,評語
157,5.0,這次慶生選擇屋馬，服務不錯，還有桌邊服務生幫忙唱生日快樂歌👍
158,5.0,覺得還是這間最好吃服務還是很棒只是好像停車後來沒了 ⋯⋯更多覺得還是這間最好吃服務還是很棒只是好像停車後來沒了但拿停車券會給下次禮卷建議可以當天就用比較好
159,4.0,飯店本身對於殘障空間非常不友善但是感謝屋馬服務人員很友善的提供小坡道謝謝你們貼心的服務  
160,5.0,服務很棒，吃完身上油煙味不重，很滿意
161,5.0,服務員服務很好很勤換網，還是喜歡園邸店
162,4.0,這種價位，臺北吃不到
163,3.0,整體來說就是被燒肉耽誤的海鮮粥跟雞湯店。沙拉份量多，雞湯喝到飽，海鮮粥超多料，基本上吃這些肚子就飽了。 ⋯⋯更多整體來說就是被燒肉耽誤的海鮮粥跟雞湯店。沙拉份量多，雞湯喝到飽，海鮮粥超多料，基本上吃這些肚子就飽了。肉份量倒是很少，今天是吃2980的雙人餐，A5和牛肉質鮮嫩，但說是全台灣第一好吃的燒肉店實在感覺不出來，畢竟燒肉都不燒肉了，賣點就是在雞湯跟海鮮粥以及服務吧。座位寬敞，以為併桌會座位狹窄，實際上非常寬敞，兩人位像是四人位，還貼心用透明隔板將位置間隔，座位也附有插座供客人充電使用。今日用餐旁邊有帶小孩來吃的客人，卻讓小孩到處亂跑，還一邊尖叫，好幾次差一點就要碰到我們，這是燒烤店，桌上也有熱湯，真的很危險，建議餐廳規劃出親子用餐區，有帶小孩的客人集中在一起，或是限制幾歲以下小孩禁止來用餐。以上意見有反應在意見表，貴店主管看到就馬上來致歉了。附上一隻蟲亂飛的圖。
164,4.0,食材與服務俱佳，價格也不菲
165,3.0,"好吃、不好停車、座位位置距離近！！服務至上,但下次回去吃別間！！"
166,3.0,很難訂就算了用餐環境像菜市場一樣一進去全部都是人擠在門口 ⋯⋯更多很難訂就算了用餐環境像菜市場一樣一進去全部都是人擠在門口坐在最裡面，服務生永遠叫不到等個雞湯等超久。要一樣東西都要講一次以上吃個飯好累燒肉是好吃，但不到需要這種排隊的人潮台中還是很多好吃的燒肉的
167,5.0,我大約3天前約連三天平日中午有2天客滿晚上都要到11點後才有位 ⋯⋯更多我大約3天前約連三天平日中午有2天客滿晚上都要到11點後才有位這次約到3:30pm完全是下午茶的時間這次點A5和牛雙人套餐超juicy 吃起來好軟😋蝦子每條+20更換成焗烤大草蝦（讓專業的烤好更好吃）服務也很好👍鐵網更換頻率超高有時候我們還不覺得需要換就又來了😂不過店裡音樂有點大+服務生戴口罩很常聽不太清楚在講什麼有道菜是南瓜泥吃起來卻是地瓜味不知道是不是搞錯了～（不過我比較愛地瓜啦！）
168,3.0,2020.8，終於來吃久仰大名的屋馬，訂位3點，大概3：20入座，菜單就放在我們面前完全沒做介紹，個人覺得如果店員沒空介紹的話，菜單的設計可以再仔細一點，點了最便宜的$1680套餐＋$60手機海鮮粥，必須說雞湯真的好喝，牛肉和豬肉也好吃，沙拉也很大份好吃，雞肉就普通，干貝和蝦子好吃，那個網路上被推崇的海鮮粥我覺得滿普通的，餐後甜點也普通，但還是會想要再訪瞜
169,5.0,服務很好，安排靠窗的位置很舒適，可惜用餐時間有點趕，後半段用餐的時候有種被催促的感覺，但東西好吃還是會回訪
170,5.0,肉質鮮美 小菜 飲料都讚
171,5.0,第一次吃屋馬是在別的分店，這次換訂這個分店吃看看，哈哈一樣也是人潮滿滿，安排在靠窗的座位吃燒烤很不錯ㄟ
172,5.0,空間夠大，吃起來很舒服
173,5.0,服務人員訓練有素，桌邊服務，遞手巾時機也抓的不錯
174,5.0,服務專業，雖然現場客人很多，服務員還是保有很重視每個顧客的感覺。餐點肉質新鮮，非常適合聚餐約會或慶生 👍👍
175,4.0,這間比較老了！地上比較油！清潔需要加強！但是不影響屋馬好吃的程度！
176,5.0,出餐速度很快喔！餐點好吃沒話說，連雞湯都超好喝！服務人員訓練有素體貼週到，生菜沒了會立刻補上。不愧是台中最棒的燒肉店👍
177,4.0,一如既往的好吃，經濟實惠，服務態度優，專業撥蝦！來台中必訪啊！
178,5.0,服務好餐點好吃！目前在所有屋馬分店裡面最喜歡的一家
179,5.0,當天生日壽星有贈送一份肉盤及一杯飲品👍因爲疏忽已為肉盤還沒送(其實已經吃下肚)，再送來時發現已經吃過，意外的再招待一次😋。服務態度很好，特別是87號男服務務生。
180,5.0,超級好吃😋
181,5.0,是我吃過最好吃的燒肉！！服務人員態度超級好～我很怕肉的怪味但這家真的沒有吃到！ ⋯⋯更多是我吃過最好吃的燒肉！！服務人員態度超級好～我很怕肉的怪味但這家真的沒有吃到！我也很少吃燒肉因為覺得烤到後面焦味很重，但是這家網子換的好勤！稍微一點黑，服務員經過馬上換！我們是點有和牛的雙人套餐！和牛真的是很甜入口即化的那種！連豬肉都好甜！捨不得沾醬想吃最原味的！和牛會膩所以沙拉、飲料！雞湯都好解膩！甜點我覺得普通！就是冰而已！整體不管服務、肉品、整體消費感覺都非常好！絕對會再二訪！！
182,5.0,服務非常好，很頻繁的來桌邊詢問有沒有需要服務的地方，也會時刻注意桌上是不是有空盤，怕佔到我們桌面空間，服務人員都很親切和藹，在這吃飯很享受！難怪預約電話這麼難打😅很推薦喔
183,4.0,服務親切，食材新鮮。
184,5.0,二次來訪～真心不騙，品質第一，服務第一，只有五顆星能表現實在太少了啦！不能再推薦了～以後只會更難定位呀！一定要加價升級海鮮粥～棒棒噠^^
185,4.0,不錯吃  價位有點高，但服務很好喔！
186,5.0,服務很好～點了2180雙人套餐，肉量讓人驚艷，不是吃到飽卻吃肉吃到超級爽（不像某原X肉量少到感覺才吃了一半其實卻已經上菜結束），肉質也不錯，還有沙拉、雞湯、粥都很好吃。
187,4.0,服務很到位，但是人很多，所以實在很難避免，服務會慢一些；另一個部分是洗手間有階梯，對於行動不便的人會比較辛苦，可惜了
188,5.0,好吃，值得一吃再吃！缺點是訂位後到現場還是要等一下。
189,5.0,屋馬的服務真的是無可挑剔 肉的品質也是不錯 今天吃的和牛2980雙人套餐 和牛就真的是不用特別咬就化開 小小的遺憾是原本想請店家多提供一點沙拉醬 但可惜服務生說醬料要單點 但是也有說下次如果有需要可以提早說 所以還是給五星
190,5.0,好好吃，食材新鮮價錢合理
191,2.0,食材的品質沒有以前良好！填寫意見表，故意拿安卓系統的QR扣給我掃，因為掃不進去，服務員還很淡定說可以、再試試…直到我問有無客訴電話可以給，才跟我說他拿錯版本，原來填寫意見還有分版本。品質及員工素質實在大不如前了！
192,1.0,電話打一整天沒通過
193,5.0,在地人吃過好幾次了，這家服務真的好，就是電話太難打了~~~很適合慶生聚會來吃~~~
194,5.0,"這次是第一次吃屋馬 老公難得體貼帶我吃好料 我們是8/15中午時段去用餐的 真心覺得服務很棒很貼心 雖然停車真的不好停 但服務讓我覺得心暖暖 尤其是""20號""服務人員 是一個帥帥又可愛的一個服務員 但他好像不是主要顧我們這桌 他幫我們上肉的時候一開始講話很快 但發現我們很疑惑 就放慢速度很耐心的再介紹一次 覺得很可愛又很好笑  後來海鮮粥是他送過來的 我們家小朋友 把手伸過去要碰鍋子旁邊 他馬上把我們家小鬼的手擋住 超貼心 後來還馬上再提醒一次 這個真的很燙喔! 直接覺得 ⋯⋯更多這次是第一次吃屋馬 老公難得體貼帶我吃好料 我們是8/15中午時段去用餐的 真心覺得服務很棒很貼心 雖然停車真的不好停 但服務讓我覺得心暖暖 尤其是""20號""服務人員 是一個帥帥又可愛的一個服務員 但他好像不是主要顧我們這桌 他幫我們上肉的時候一開始講話很快 但發現我們很疑惑 就放慢速度很耐心的再介紹一次 覺得很可愛又很好笑  後來海鮮粥是他送過來的 我們家小朋友 把手伸過去要碰鍋子旁邊 他馬上把我們家小鬼的手擋住 超貼心 後來還馬上再提醒一次 這個真的很燙喔! 直接覺得 哇怎麼這麼優秀呀...後來上甜點的時候  因為老公剛好是當月壽星 所以有很可愛的板子 然後我們家小鬼又很不乖的要伸手去摸板子上面的粉要吃 剛好20號有經過 我就問他說這個是可以吃的嗎 他就回說:這個雖然是可以食用的 但盡量不要吃會比較好哦! 我馬上叫那臭小孩不准放進嘴巴 還好有他講~ 因為我們一家人都很喜歡他 所以我們有請他幫我們全家拍照 拍照又是個貼心的舉動 他會先拍一張 給我們看角度o不ok 然後再幫我們多拍幾張  真的很棒耶 屋馬真的要珍惜他這個服務員!!不是說顧我們這桌的服務人員不好 他們也很棒 只是這位20號真的令我印象深刻..因為怕他會嚇到所以我們沒有問他的名子 後來有人遞給我們一個QR碼可以填 但我的手機一直掃不過 我就想說好吧掃不過就算了~因為我們後來也沒看到他的人影 但今天突然回想 還是在GOOGLE這邊填寫一下 說不定他看得到! 我想跟他說 他真的很棒很細心 希望我老公會再帶我去吃 然後剛好是被他服務到的!!!這次的屋馬初體驗真的是因為這個20號服務員更美滿了~~~第一次在網路留言 就獻給他了!拜託他的主管要好好讚賞他才行呀"
195,4.0,生意很好，但服務不怠慢
196,5.0,地瓜服務人員超級好。肉質鮮美多汁又好吃😋，台中市焼肉第一首選。
197,5.0,因為店員很帥所以給五星
198,5.0,精緻美味
199,5.0,這是第二次吃屋馬。 ⋯⋯更多這是第二次吃屋馬。服務還是很棒，烤網很勤著換，服務態度也很親切，當天有壽星還多送了一杯飲品，以及唱生日快樂歌的服務，肉品還是好吃，還有我最愛的雞湯好好喝，這次有點干貝還有蝦子很新鮮，還有剝蝦服務。總之，吃得好也吃得飽，非常滿意。
200,5.0,桃園的朋友下來台中玩離開前極力推薦她們要吃屋馬，剛好我有事情無法陪同用餐所以請店員幫我們畫畫板，朋友看到之後說：「感動到快要落淚了」 ⋯⋯更多桃園的朋友下來台中玩離開前極力推薦她們要吃屋馬，剛好我有事情無法陪同用餐所以請店員幫我們畫畫板，朋友看到之後說：「感動到快要落淚了」也讓我們推薦的人非常的有面子，餐點好吃以外，服務人員也是非常的貼心，不知道畫圖的人是誰感謝您的付出🙏
201,1.0,第一次到屋馬吃飯兩週前為了生日訂位預約19:00報到 ⋯⋯更多第一次到屋馬吃飯兩週前為了生日訂位預約19:00報到19:30才讓我入座有訂位還要等30分鐘那為什麼還要事先訂位呢？店員說 前面的客人還在吃甜點所以才會這麼慢他們吃甜點關我什麼事有問題的是，你們的訂位安排、翻桌的管理方式有問題吧！問題推給前面的客人這種說詞只會讓人更反感這個星期帶位的負評不少點餐的店員很明顯菜單內容是什麼都不知道還跟我一起翻閱菜單  確認內容久負盛名的餐廳 讓人看笑話這種價位 這樣的服務燒肉餐廳外面還有很多不會再到屋馬用餐令人難忘的生日回憶
202,1.0,太誇張了 原本候位說最晚3點可以入座一直拖延到3點半才讓我們進場還要我們自己一直去詢問才不耐煩回應 ⋯⋯更多太誇張了 原本候位說最晚3點可以入座一直拖延到3點半才讓我們進場還要我們自己一直去詢問才不耐煩回應上一組客人拖到時間 竟然要下一組的客人承擔從一進場就催促點餐 吃不到一小時就被不耐煩服務甚至桌邊幫烤還把肉搞得很難吃害得朋友聚餐氣氛很差 這家爛店不會再來了
203,5.0,1.於中午巔峰時段用餐並沒有訂位，告知要候位一段時間，但沒有等太久，打兩場傳說(約1小時)就被告知可以用餐，效率很好讓人印象深刻。2.服務員非常專業，也很用心在介紹餐食及服務，時常在關心餐食是否合胃口、烤盤更換次數很高、桌面的整理也很快速，值得推薦。3.肉質有到水準但沒有太驚豔，還算可以，最推薦牛肉的部分，雞湯(須付費)是喝過燒烤店雞湯最好喝的!!。 ⋯⋯更多1.於中午巔峰時段用餐並沒有訂位，告知要候位一段時間，但沒有等太久，打兩場傳說(約1小時)就被告知可以用餐，效率很好讓人印象深刻。2.服務員非常專業，也很用心在介紹餐食及服務，時常在關心餐食是否合胃口、烤盤更換次數很高、桌面的整理也很快速，值得推薦。3.肉質有到水準但沒有太驚豔，還算可以，最推薦牛肉的部分，雞湯(須付費)是喝過燒烤店雞湯最好喝的!!。4..生日用餐還幫忙唱生日快樂歌，也有額外送飲料，很貼心的服務。5..後續私人停車問題服務員也處理得很好，耐心講解抵消費的事情，值得推薦的消費經驗。
