宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装春装衬衫套装妈妈装40-50岁中长款t恤中年人大码打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2298614513/TB2aSOur.hnpuFjSZFEXXX0PFXa_!!2298614513.jpg,https://item.taobao.com/item.htm?id=545858107570&ns=1&abbucket=0#detail,35.00,617人付款,江苏 苏州,343 jin,other/其他,适中,"聚酯,其他",2017年春季,时尚,花色,40-49周岁,修身,单件,套头,中长款,立领,常规,单排扣,,纽扣
母亲节中老年女装夏装衬衫短袖上衣50-60岁妈妈印花夏季衬衣服饰,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1Brk2QFXXXXamXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549244844251&ns=1&abbucket=0,118.00,566人付款,浙江 杭州,HMS17B4044 ,红曼裳 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,花鸟图案 ,50-59周岁 ,修身 ,单件 ,开衫 ,常规 ,方领 ,常规 ,单排扣 ,91%(含)-95%(含) ,纽扣 
夏季中老年女装短袖t恤 中年妈妈装加肥加大大码碎花t恤宽松衬衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/906458648/TB2LoNumS0jpuFjy0FlXXc0bpXa_!!906458648.jpg,https://item.taobao.com/item.htm?id=546712911511&ns=1&abbucket=0#detail,12.80,1596人付款,北京,0126,依斯尔,薄,聚酯,2017年夏季,通勤,碎花,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,镶钻
中老年女装夏装短袖T恤打底衫40-50岁妈妈装大码立领纯棉中袖衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i8/TB15Gw2QVXXXXbnXVXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=547709252531&ns=1&abbucket=0#detail,49.00,1402人付款,江苏 苏州,左天丝棉,,薄,"纯棉,棉",2017年夏季,民族风,花色,40-49周岁,宽松,单件,套头,中长款,立领,其他,三粒扣,96%及以上,纽扣
中老年人女装奶奶装夏装套装衬衫衣服妈妈装短袖老人女60-70-80岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1658139192/TB2u12komFjpuFjSspbXXXagVXa_!!1658139192.jpg,https://item.taobao.com/item.htm?id=548887121067&ns=1&abbucket=0#detail,68.00,420人付款,江苏 苏州,,,,"聚酯,其他",2017年夏季,福态,纯色,60周岁以上,宽松,两件套,开衫,常规,圆领,,单排扣,,绣花
中老年女装短袖套装60-70岁奶奶中袖衬衫老人衣服妈妈夏装两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/158160918/TB2AIYMqAqvpuFjSZFhXXaOgXXa_!!158160918.png,https://item.taobao.com/item.htm?id=547672442112&ns=1&abbucket=0#detail,49.00,372人付款,江苏 苏州,春辉堂,,薄,聚酯,2017年夏季,时尚,花色,60周岁以上,宽松,两件套,开衫,常规,立领,常规,单排扣,96%及以上,
妈妈装夏装短袖衬衫中老年女装50岁上衣老人奶奶装衬衣翻领套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/350037079/TB2LyQVXCB0XKJjSZFsXXaxfpXa_!!350037079.jpg,https://item.taobao.com/item.htm?id=548449553318&ns=1&abbucket=0#detail,48.00,589人付款,江苏 苏州,,,薄,,2017年夏季,休闲,花鸟图案,50-59周岁,宽松,单件,开衫,常规,方领,常规,单排扣,81%(含)-90%(含),镶钻
母亲节妈妈装夏装两件套装40-50岁中年女装雪纺T恤衬衫潮阔腿裤子,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/TB1bbtWRXXXXXX8XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549920859251&ns=1&abbucket=0,138.00,542人付款,浙江 嘉兴,ZMT17S1719 ,卓美特 ,薄 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,POLO领 ,常规 ,一粒扣 ,96%及以上 ,褶皱 
翻领妈妈装衬衫短袖妇女上衣中年女雪纺衫有领中老年女装夏装T恤,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1oGlxIFXXXXb6XXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=38307481270&ns=1&abbucket=0#detail,49.00,136人付款,河南 郑州,0437,秋忆浓,薄,"雪纺,聚酯",2016年夏季,时尚,条纹,40-49周岁,修身,单件,套头,常规,POLO领,常规,,91%(含)-95%(含),褶皱
妈妈装夏装雪纺衫中年上衣30-40-50岁中老年女装春装T恤大码衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1bHLFQpXXXXbyXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548488496252&ns=1&abbucket=0,98.00,784人付款,湖北 武汉,JYY200412 ,锦韵盈 ,,其他 ,2017年夏季 ,时尚 ,,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,,,,96%及以上 ,
40-50岁妈妈装春装衬衣服 中老年女装夏装女长袖女衬衫中年老年人,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1631188787/TB2A7jdpl8lpuFjy0FnXXcZyXXa_!!1631188787.jpg,https://item.taobao.com/item.htm?id=545702853987&ns=1&abbucket=0#detail,25.90,556人付款,北京,,,薄,"聚酯,其他",2017年夏季,通勤,花色,50-59周岁,宽松,单件,套头,短款,POLO领,常规,单排扣,51%(含)-70%(含),纽扣
妈妈夏装短袖薄款针织衫40-50岁2017新款中老年女拼接打底衫T恤女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1l_rbRXXXXXcZaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548989533925&ns=1&abbucket=0,128.00,598人付款,浙江 嘉兴,P-X-LY9936 ,雪夕 ,薄 ,其他 ,2017年夏季 ,时尚 ,其他 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,常规 ,,91%(含)-95%(含) ,
唐兰阁中老年真丝衬衫女短袖印花妈妈装桑蚕丝大码中年上衣女夏装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1PmHORXXXXXaIXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547520878660&ns=1&abbucket=0,288.00,675人付款,上海,T3711 ,唐兰阁 ,适中 ,蚕丝 ,2017年春季 ,高贵 ,花鸟图案 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,方领 ,常规 ,单排扣 ,91%(含)-95%(含) ,
加肥加大中年妈妈装短袖亚麻T恤中老年女装夏装棉麻宽松上衣衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1UwWsHFXXXXa.XFXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=45417624697&ns=1&abbucket=0#detail,33.00,859人付款,北京,1701,蓓蒽芝,薄,,"2017年春季,2014年冬季",休闲,纯色,40-49周岁,宽松,单件,开衫,常规,其他,常规,单排扣,51%(含)-70%(含),钉珠
中老年纯棉衬衫女士长袖妈妈衬衣加肥加大码春夏全棉格子宽松上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1820388200/TB2.KkQhCJjpuFjy0FdXXXmoFXa_!!1820388200.jpg,https://item.taobao.com/item.htm?id=546696023700&ns=1&abbucket=0#detail,35.00,438人付款,上海,ZH-纯棉衬衫,,薄,纯棉,"2017年春季,2017年夏季",朴实,格子,40-49周岁,宽松,单件,开衫,常规,方领,常规,单排扣,96%及以上,口袋
中老年女装夏装长袖衬衫修身奶奶装夏季老年人上衣老人衣服妈妈装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/1733290129/TB27vzqfdRopuFjSZFtXXcanpXa_!!1733290129.jpg,https://item.taobao.com/item.htm?id=539592170164&ns=1&abbucket=0#detail,27.00,641人付款,北京,,,薄,"聚酯,维纶",2017年夏季,通勤,花色,50-59周岁,直筒,单件,开衫,常规,POLO领,常规,单排扣,91%(含)-95%(含),纽扣
新款中老年女装衬衫中年人大码春秋季外套妈妈装长袖夏装衬衣上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2803657411/TB2jcAHlFXXXXbYXXXXXXXXXXXX_!!2803657411.jpg,https://item.taobao.com/item.htm?id=528303593574&ns=1&abbucket=0#detail,29.90,796人付款,北京,,,适中,"雪纺,聚酯,涤纶,莫代尔","2016年夏季,2016年春季,2015年夏季",通勤,纯色,40-49周岁,宽松,单件,开衫,中长款,V领,常规,单排扣,,纱网
母亲节中老年人女装妈妈夏装60-70岁夏季衣服短袖衬衣奶奶装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1_YF1QXXXXXXIXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546760477529&ns=1&abbucket=0,98.00,689人付款,江苏 苏州,1930-33 ,梵忆轩 ,薄 ,其他 ,2017年夏季 ,知性 ,其他 ,60周岁以上 ,直筒 ,两件套 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,口袋 
妈妈装雪纺衬衫中老年女夏装小衫2017新款中年长袖上衣40岁50套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1PbgZQFXXXXaTXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546787853954&ns=1&abbucket=0,98.00,722人付款,湖北 武汉,8001 ,卓诗图 ,薄 ,聚酯 ,2017年夏季 ,知性 ,抽象图案 ,40-49周岁 ,宽松 ,单件 ,开衫 ,常规 ,立领 ,常规 ,单排扣 ,91%(含)-95%(含) ,纽扣 
中老年人女装夏装衬衫母亲节老太太60-70岁老人套装奶奶装两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1658139192/TB2DkLgoYBmpuFjSZFuXXaG_XXa_!!1658139192.jpg,https://item.taobao.com/item.htm?id=549129152370&ns=1&abbucket=0#detail,68.00,484人付款,江苏 苏州,,,薄,其他,2017年夏季,民族风,格子,60周岁以上,宽松,两件套,开衫,常规,圆领,常规,单排扣,,绣花
中年妈妈装夏装雪纺衫短袖衬衫中老年女装大码上衣薄款外套中长款,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1BCqtQpXXXXckXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547714668403&ns=1&abbucket=0,97.00,1015人付款,湖北 武汉,17001 ,欧芮嘉 ,薄 ,聚酯 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,开衫 ,中长款 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
妈妈装春装七分袖衬衫中老年唐装中袖两件套607080奶奶装夏装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1805950047/TB2CVEYj5RnpuFjSZFCXXX2DXXa_!!1805950047.jpg,https://item.taobao.com/item.htm?id=547045600505&ns=1&abbucket=0#detail,65.00,468人付款,江苏 苏州,,,适中,其他,"2017年春季,2017年夏季",时尚,其他,60周岁以上,宽松,两件套,开衫,常规,,,单排扣,,
中老年人妇女装夏装雪纺衬衫30-40岁妈妈中袖上衣母亲节衣服夏季,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/520009273/TB2v2atqXXXXXamXpXXXXXXXXXX_!!520009273.jpg,https://item.taobao.com/item.htm?id=546142106790&ns=1&abbucket=0#detail,29.90,930人付款,北京,1701,,适中,雪纺,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,常规,POLO领,常规,单排扣,91%(含)-95%(含),纽扣
老年人夏装女60-70岁老太太衬衫七分袖奶奶装夏装立领老人衬衣80,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/95953187/TB2QBkNmHtlpuFjSspfXXXLUpXa_!!95953187.jpg,https://item.taobao.com/item.htm?id=546175293191&ns=1&abbucket=0#detail,36.90,996人付款,江苏 苏州,,,薄,聚酯,2017年夏季,知性,纯色,60周岁以上,宽松,单件,开衫,常规,圆领,,单排扣,,绣花
中老年夏装女衬衫50岁妈妈春秋七分袖衬衣上衣老年人夏季衣服奶奶,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1rB8cRXXXXXXzXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545542204109&ns=1&abbucket=0,138.00,935人付款,江苏 苏州,C-C688050 ,Ystl/雅莎天丽 ,薄 ,聚酯 ,2016年春季 ,时尚 ,花色 ,40-49周岁 ,直筒 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
妈妈夏装短袖t恤女装衬衫母亲节衣服中老年服装夏季大码宽松上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1PFeMRXXXXXclXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548544228461&ns=1&abbucket=0,148.00,902人付款,浙江 嘉兴,FN17-8520HN ,Fundy Danno/芬迪丹奴 ,薄 ,其他 ,2017年夏季 ,时尚 ,纯色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
中老年女夏装大码T恤衬衣 妈妈装中袖立领打底衫中年上衣短袖衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2908815800/TB2CCNHmrBmpuFjSZFuXXaG_XXa_!!2908815800.jpg,https://item.taobao.com/item.htm?id=547834647630&ns=1&abbucket=0#detail,49.00,1510人付款,江苏 苏州,C-18,,薄,"聚酯,棉",2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,立领,常规,三粒扣,96%及以上,纽扣
中老年衬衣女长袖妇女夏装中年人夏季女40-50岁妈妈装七分袖衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1964577496/TB2oJLAaWnyQeBjSsplXXaLWVXa_!!1964577496.jpg,https://item.taobao.com/item.htm?id=535598577524&ns=1&abbucket=0#detail,39.00,686人付款,江苏 苏州,8520#,,适中,"雪纺,聚酯,其他",2016年夏季,高贵,花色,40-49周岁,修身,单件,开衫,常规,立领,常规,,81%(含)-90%(含),
中老年妇女装夏装棉麻短袖衬衫中年人上衣妈妈装半袖衬衣40-50岁,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2114327941/TB2TGg6jmhlpuFjSspkXXa1ApXa_!!2114327941.jpg,https://item.taobao.com/item.htm?id=547449724462&ns=1&abbucket=0#detail,69.00,506人付款,浙江 嘉兴,,,薄,其他,2017年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,开衫,常规,方领,常规,单排扣,30%及以下,绣花
夏季中老年格子衬衫女加大码棉麻胖妈妈装宽松短袖T恤衫上衣夏装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/2612062880/TB2ka3lnmVmpuFjSZFFXXcZApXa_!!2612062880.jpg,https://item.taobao.com/item.htm?id=548329808615&ns=1&abbucket=0#detail,46.00,551人付款,江苏 苏州,,other/其他,薄,"亚麻,棉",2017年夏季,知性,格子,40-49周岁,宽松,单件,套头,短款,圆领,常规,,81%(含)-90%(含),
藏绒多斯妈妈夏装新款短袖印花t恤40岁大码显瘦中老年衬衣女上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1yfwoMpXXXXctXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530275619639&ns=1&abbucket=0,158.00,577人付款,浙江 嘉兴,A1098 ,藏绒多斯 ,薄 ,LYCRA莱卡 ,2016年夏季 ,通勤 ,肌理图案 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,方领 ,常规 ,单排扣 ,30%及以下 ,纽扣 
妈妈装夏装短袖T恤棉麻中老年衬衫中老年女装时尚春装上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2003489595/TB2ITyLmd4opuFjSZFLXXX8mXXa_!!2003489595.jpg,https://item.taobao.com/item.htm?id=547949107397&ns=1&abbucket=0#detail,9.90,244人付款,北京,811,kafeimayi,薄,棉纶,2017年夏季,时尚,花色,40-49周岁,修身,单件,套头,中长款,POLO领,其他,,81%(含)-90%(含),纽扣
中老年衬衫女纯棉妈妈衬衣全棉七分袖上衣服老年人开衫休闲夏装新,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1xQguQXXXXXbUapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547161584712&ns=1&abbucket=0,129.00,855人付款,湖北 武汉,MLYD2017CS303 ,曼丽依都 ,薄 ,纯棉 ,2017年夏季 ,休闲 ,纯色 ,50-59周岁 ,宽松 ,单件 ,开衫 ,常规 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,口袋 
妈妈装中年春装时尚纯色衬衫上衣中老年女春装大码镂空T恤打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1AG4UPFXXXXawXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545240980893&ns=1&abbucket=0,59.00,899人付款,江苏 苏州,QDA-LY-1811D ,阿娘绣 ,适中 ,其他 ,2017年春季 ,时尚 ,纯色 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,半高领 ,,单排扣 ,96%及以上 ,镂空 
春夏中老年衬衫女妈妈装七分袖大码衬衣中年女装夏装修身T恤上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1ePQ_QXXXXXbYXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547398212244&ns=1&abbucket=0,78.00,826人付款,北京,YSF-1176 ,FOR YOU ELEGANT/御淑坊 ,,聚酯 ,2017年夏季 ,通勤 ,花鸟图案 ,40-49周岁 ,修身 ,单件 ,开衫 ,短款 ,POLO领 ,常规 ,单排扣 ,96%及以上 ,纽扣 
中年女装夏装薄款防晒衣女妈妈装衬衫中长款外搭开衫加大码雪纺衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB12KuXRXXXXXaNapXXXXXXXXXX_!!2-item_pic.png,https://item.taobao.com/item.htm?id=545571202183&ns=1&abbucket=0#detail,76.00,722人付款,北京,,欧太太服饰,薄,雪纺,2017年夏季,时尚,花色,40-49周岁,宽松,单件,开衫,中长款,POLO领,其他,单排扣,96%及以上,口袋
中年妈妈装夏装棉麻休闲两件套装短袖衬衫民族风女装上衣亚麻裤子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/834487883/TB2IJUOjYBkpuFjy1zkXXbSpFXa_!!834487883.jpg,https://item.taobao.com/item.htm?id=547842610832&ns=1&abbucket=0#detail,128.00,489人付款,北京,时尚套装,,薄,棉麻,2017年夏季,民族风,大花,,直筒,两件套,套头,常规,其他,其他,,51%(含)-70%(含),褶皱
中老年女装夏装长袖衬衫60-70岁老年人薄款衬衣大码奶奶上衣服装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB12MgQQXXXXXbaapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530980879770&ns=1&abbucket=0,59.00,761人付款,上海,9237 ,夕之美 ,薄 ,聚酯 ,2017年夏季 ,福态 ,花色 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,半开领 ,常规 ,单排扣 ,96%及以上 ,绣花 
母亲节老年人夏装衬衫妈妈装上衣七分袖中老年女装衬衣奶奶装衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1ShAdPXXXXXcCXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544502680757&ns=1&abbucket=0,98.00,745人付款,浙江 杭州,HMS17A1013 ,红曼裳 ,薄 ,聚酯 ,2017年春季 ,时尚 ,其他 ,50-59周岁 ,修身 ,单件 ,开衫 ,常规 ,方领 ,常规 ,单排扣 ,91%(含)-95%(含) ,纽扣 
妈妈装夏装短袖衬衫中年人大码40-50岁上衣60夏季中老年女装T恤衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/360821611/TB2CwthkTcCL1FjSZFPXXXZgpXa_!!360821611.jpg,https://item.taobao.com/item.htm?id=548072627571&ns=1&abbucket=0#detail,48.00,453人付款,江苏 苏州,,,薄,其他,2017年夏季,时尚,条纹,40-49周岁,宽松,单件,开衫,常规,方领,常规,单排扣,,
中老年女装夏装短袖t恤衬衫妈妈上衣老人衣服女60-70岁奶奶装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/48166423/TB25MLbpAqvpuFjSZFhXXaOgXXa_!!48166423.jpg,https://item.taobao.com/item.htm?id=547698242361&ns=1&abbucket=0#detail,68.00,455人付款,江苏 苏州,,other/其他,薄,其他,2017年夏季,时尚,其他,50-59周岁,宽松,单件,开衫,常规,POLO领,常规,单排扣,,
50-60中老年女装妈妈装春装长袖女衬衫 中年妇女老年人夏装衬衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2532093543/TB20GEwlG8lpuFjy0FpXXaGrpXa_!!2532093543.jpg,https://item.taobao.com/item.htm?id=546240410159&ns=1&abbucket=0#detail,37.00,641人付款,北京,,星文,薄,聚酯,"2017年春季,2017年夏季",知性,花色,40-49周岁,修身,单件,开衫,常规,POLO领,常规,单排扣,96%及以上,纽扣
母亲节妈妈中老年人女装夏装短袖衬衫奶奶装T恤老人衣服太太上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1x_5JQVXXXXaIaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546222081220&ns=1&abbucket=0,89.00,675人付款,江苏 苏州,1960001 ,欢喜妈妈 ,薄 ,其他 ,2017年夏季 ,知性 ,花色 ,60周岁以上 ,宽松 ,单件 ,开衫 ,常规 ,其他 ,常规 ,单排扣 ,96%及以上 ,
香颜中老年女装春装衬衫40-50岁妈妈雪纺衫中年女装上衣衬衣夏,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1HvZ.PpXXXXamXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545239566136&ns=1&abbucket=0,138.00,1321人付款,浙江 嘉兴,XYXB7035 ,香颜 ,适中 ,LYCRA莱卡 ,2017年春季 ,时尚 ,条纹 ,40-49周岁 ,修身 ,单件 ,开衫 ,常规 ,POLO领 ,,,30%及以下 ,纽扣 
中年女装2017夏季新款大码宽松短袖衬衫40妇女50岁妈妈装夏装上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/1666568165/TB2RW3YnilnpuFjSZFgXXbi7FXa_!!1666568165.jpg,https://item.taobao.com/item.htm?id=548400858033&ns=1&abbucket=0#detail,32.80,478人付款,江苏 苏州,,,薄,聚酯,2017年夏季,时尚,条纹,40-49周岁,宽松,单件,开衫,常规,方领,常规,单排扣,,纽扣
中老年防晒衣风衣女装2017夏装薄款中袖外套妈妈吊带背心两件套潮,https://g-search2.alicdn.com/img/bao/uploaded/i4/i6/TB1RTW9QXXXXXXXaXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=547068875771&ns=1&abbucket=0#detail,69.00,571人付款,江苏 苏州,MTH,,薄,聚酯,2015年夏季,知性,纯色,,宽松,两件套,开衫,中长款,半开领,衬衫袖,,,腰带
中老年女装中袖衬衫夏装套装中年人40-49妈妈装上衣+裤子两件套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i5/TB1ui0wQFXXXXa3aXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=548553322901&ns=1&abbucket=0#detail,69.90,426人付款,江苏 苏州,,,薄,"聚酯,其他",2017年夏季,民族风,复古图案,40-49周岁,修身,两件套,套头,中长款,,,,,
老年人春装女60-70岁薄套装奶奶装中袖上衣老人衣服夏装衬衫妈妈,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/1805950047/TB2p7QlkrJmpuFjSZFwXXaE4VXa_!!1805950047.jpg,https://item.taobao.com/item.htm?id=547237316680&ns=1&abbucket=0#detail,49.00,429人付款,江苏 苏州,,,适中,其他,2017年夏季,时尚,复古图案,60周岁以上,宽松,单件,开衫,常规,,,单排扣,,
中老年女装夏装短袖T恤衬衫中年妈妈装春装中袖上衣奶奶长袖衬衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB1G4xqRXXXXXbrXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=44494192862&ns=1&abbucket=0,118.00,782人付款,浙江 金华,FCH-IA696 ,FACHAIHUA/发财花 ,薄 ,聚酯 ,2016年夏季 ,时尚 ,圆点 ,50-59周岁 ,直筒 ,单件 ,套头 ,常规 ,V领 ,常规 ,,96%及以上 ,纽扣 
中老年女装夏装雪纺衫时尚印花大码上衣30-40-50岁气质妈妈装套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1bWi4QVXXXXbpXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549633321781&ns=1&abbucket=0,109.00,478人付款,湖北 武汉,Q17BW362 ,Q．PARMOE/千百萌 ,适中 ,其他 ,2017年夏季 ,时尚 ,花色 ,40-49周岁 ,宽松 ,单件 ,套头 ,常规 ,圆领 ,其他 ,,96%及以上 ,
