宝贝标题,图片Url,详情页Url,价格,销量,位置,货号,品牌,厚薄,面料,年份季节,中老年风格,中老年女装图案,适用年龄,服装版型,组合形式,穿着方式,衣长,领型,袖型,衣门襟,成分含量,服装款式细节
中老年女装春装妈妈装大码中年t恤短袖上衣夏季母亲节套装雪纺衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1IOZ_QFXXXXbBXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548323292916&ns=1&abbucket=0,25,4486人付款,江苏苏州,ALJ666#666,AELENGA/爱莱嘉,薄,聚酯,2017年夏季,休闲,其他,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
千丝鹿妈妈装夏装中老年女装夏装妈妈短袖t恤中年女装上衣40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB18qPnQpXXXXcxXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548029683879&ns=1&abbucket=0,29,4470人付款,江苏苏州,QSL888,千丝鹿,,聚酯,2017年夏季,时尚,条纹,40-49周岁,宽松,单件,套头,常规,圆领,常规,,91%(含)-95%(含),
妈妈装夏装短袖t恤2017夏季新款中老年女装宽松上衣40-50岁套装薄,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2582041736/TB2byrSlSXlpuFjy0FeXXcJbFXa_!!2582041736.jpg,https://item.taobao.com/item.htm?id=548743314376&ns=1&abbucket=0#detail,59,5757人付款,江苏苏州,YZ17174,,薄,"聚酯,棉",2017年夏季,时尚,纯色,40-49周岁,宽松,单件,套头,常规,其他,蝙蝠袖,,,褶皱
奶奶装夏装短袖T恤套装60-70岁中老年人女装妈妈装上衣裤子两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2861997194/TB2wbAHnwFkpuFjSspnXXb4qFXa_!!2861997194.jpg,https://item.taobao.com/item.htm?id=547862875703&ns=1&abbucket=0#detail,68,4486人付款,江苏苏州,,,薄,聚酯,2017年夏季,时尚,花鸟图案,60周岁以上,宽松,两件套,开衫,常规,圆领,常规,单排扣,71%(含)-80%(含),绣花
中老年女装春装t恤纱袖针织衫40-50岁妈妈装七分袖上衣夏装打底衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2019302119/TB2TSdifSFjpuFjSspbXXXagVXa_!!2019302119.jpg,https://item.taobao.com/item.htm?id=545798771961&ns=1&abbucket=0#detail,49.88,7510人付款,浙江嘉兴,JCM-1831,雅玛施,薄,,2017年春季,通勤,花色,40-49周岁,宽松,单件,套头,常规,,,,,
舒兹妈妈装夏季短袖T恤衫宽松大码套装打底衫中老年女装雪纺衫女,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1QcINQpXXXXbWXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547335925398&ns=1&abbucket=0,29,5421人付款,江苏苏州,SZ-1021,舒兹,薄,其他,2017年春季,知性,其他,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,绣花
中老年休闲运动套装女夏装棉40-50岁短袖妈妈装妇女t恤裤子两件套,https://g-search2.alicdn.com/img/bao/uploaded/i4/i8/TB1awZtQXXXXXaxXXXXYXGcGpXX_M2.SS2,https://item.taobao.com/item.htm?id=547220381508&ns=1&abbucket=0#detail,45,6968人付款,江苏苏州,697,,,,2017年夏季,时尚,其他,40-49周岁,修身,两件套,套头,常规,圆领,常规,,,
妈妈夏装套装女40-50岁2017新款时尚两件套中老年春装短袖t恤上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB10YUgQFXXXXcbXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548353633244&ns=1&abbucket=0,98,9088人付款,浙江嘉兴,BGHYC906,步古,适中,聚酯,2017年夏季,时尚,大花,40-49周岁,宽松,两件套,套头,常规,V领,常规,,96%及以上,口袋
中老年女装夏装套装加肥加大码T恤上衣妈妈装时尚短袖夏季两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1XO_xRXXXXXXBapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545555955635&ns=1&abbucket=0,69,9513人付款,上海,4534,简港,,其他,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,,,96%及以上,
母亲节衣服夏季中年女装春装40-50岁60妈妈装夏装套装中老年人t恤,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1LNB0QVXXXXXjXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547984016520&ns=1&abbucket=0,89,9202人付款,浙江嘉兴,BD1501,DUOYEREE/朵莹,薄,聚酯,2015年秋季,时尚,花色,40-49周岁,修身,两件套,套头,常规,圆领,常规,,96%及以上,
母亲节衣服妈妈装夏装套装短袖中年人40-50岁中老年女装T恤两件套,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1M5pGQpXXXXccapXXYXGcGpXX_M2.SS2,https://detail.tmall.com/item.htm?id=546816836909&ns=1&abbucket=0,38,8036人付款,上海,YDT-001,妃莲慕,薄,聚酯,2017年夏季,时尚,其他,,宽松,两件套,套头,常规,,,,96%及以上,
中老年女装夏装新款短袖T恤衫大码妈妈装短袖40-50岁中年妇女上衣,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/239436675/TB2SrRMmXXXXXafXXXXXXXXXXXX_!!239436675.jpg,https://item.taobao.com/item.htm?id=545018595244&ns=1&abbucket=0#detail,19.9,3344人付款,江苏苏州,,,,"其他,聚酯",2017年春季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,,
中年妈妈装夏装两件套装中老年女装短袖雪纺衫t恤新款上衣40-50岁,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2023990340/TB2WW46pHBnpuFjSZFGXXX51pXa_!!2023990340.jpg,https://item.taobao.com/item.htm?id=546894705100&ns=1&abbucket=0#detail,58,8079人付款,江苏苏州,901,,薄,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,纱网
中年妈妈装夏装短袖t恤两件套装中老年女装中袖雪纺衫40-50岁上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2023990340/TB251m_lmFmpuFjSZFrXXayOXXa_!!2023990340.jpg,https://item.taobao.com/item.htm?id=547440912664&ns=1&abbucket=0#detail,58,7767人付款,江苏苏州,902,,薄,雪纺,2017年夏季,时尚,纯色,40-49周岁,宽松,两件套,套头,常规,圆领,喇叭袖,,96%及以上,褶皱
妈妈装春夏装雪纺衫大码中老年女装上衣中长袖t恤中年人打底衬衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1AJV0RXXXXXbLaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=45766471660&ns=1&abbucket=0,99,9464人付款,湖北武汉,15B4444,千香,适中,聚酯,2016年春季,时尚,大花,40-49周岁,宽松,假两件,开衫,常规,圆领,泡泡袖,单排扣,96%及以上,荷叶边
胖妈妈装夏装短袖中年女装大码夏季棉麻上衣中老年T恤母亲节衣服,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1A1hWQVXXXXX6aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546805838945&ns=1&abbucket=0,59,7914人付款,江苏苏州,YQF6649,伊秋芙,适中,其他,2017年夏季,知性,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
2017妈妈装短袖雪纺针织衫中年夏装中袖T恤中老年女装春装打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/268504757/TB2t.RkkC0mpuFjSZPiXXbssVXa_!!268504757.jpg,https://item.taobao.com/item.htm?id=545621564564&ns=1&abbucket=0#detail,39.9,5702人付款,江苏苏州,CT1318,,适中,"雪纺,聚酯",2017年春季,时尚,条纹,40-49周岁,修身,单件,套头,常规,圆领,常规,,,
中老年女装夏装中袖奶奶装短袖T恤套装老人上衣妈妈装50-60岁70夏,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB15sQSQVXXXXbTXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546936887294&ns=1&abbucket=0,59,4796人付款,江苏苏州,YSQC-1001,衣尚倾城,薄,聚酯,2017年夏季,时尚,花色,50-59周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,镶钻
胖妈妈装短袖T恤母亲节女装夏装套装中老年加肥加大码中年40-50岁,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/TB1gseZRXXXXXX1aXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=530644182356&ns=1&abbucket=0,79,7121人付款,浙江杭州,FH16X509,芳华再燃,,聚酯,2016年夏季,时尚,大花,40-49周岁,修身,单件,套头,中长款,立领,常规,,96%及以上,
母亲节衣服夏季中年女装上衣短袖t恤女大码老年人套装胖妈妈夏装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/TB1GtOHQVXXXXcvapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548958965712&ns=1&abbucket=0,79,5896人付款,江苏苏州,XMTQ1958-1869,卧雪,薄,聚酯,2017年夏季,休闲,花鸟图案,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
妈妈春装打底衫40-50岁2017新款中老年女装长袖雪纺衫中年女夏装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/927220329/TB2fA22gHFlpuFjy0FgXXbRBVXa_!!927220329.jpg,https://item.taobao.com/item.htm?id=546336623865&ns=1&abbucket=0#detail,19.9,3830人付款,江苏苏州,1899015,,薄,聚酯,2017年春季,时尚,花鸟图案,40-49周岁,修身,单件,套头,常规,圆领,常规,,,绣花
中老年女装妈妈装短袖夏装套装老人加肥加大码T恤上衣夏季两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1hHTYQFXXXXbBXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546373982848&ns=1&abbucket=0,29,6849人付款,江苏苏州,LHC-gly7471-B,兰花瓷,薄,其他,2016年夏季,时尚,其他,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,
新款中老年女装夏装短袖t恤中年妇女妈妈装大码宽松碎花衬衫上衣,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1W9PlQVXXXXcDXpXXXXXXXXXX_!!2-item_pic.png,https://item.taobao.com/item.htm?id=547838524538&ns=1&abbucket=0#detail,9.9,3547人付款,北京,,,薄,聚酯,2017年夏季,通勤,碎花,40-49周岁,宽松,单件,套头,短款,圆领,常规,,,
妈妈夏装套装t恤中年女装春装雪纺衫+阔腿裤老年两件套新款40岁50,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB18czmQFXXXXXEXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548883801880&ns=1&abbucket=0,158,10185人付款,浙江嘉兴,JH17B8020,简狐,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,POLO领,常规,,96%及以上,纽扣
妈妈装夏装短袖套装中老年女装上衣裤子607080岁老年人奶奶装T恤,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/1916541043/TB2D90zsNlmpuFjSZPfXXc9iXXa_!!1916541043.jpg,https://item.taobao.com/item.htm?id=546749518849&ns=1&abbucket=0#detail,65,6113人付款,江苏苏州,颜-1,,薄,"聚酯,其他",2015年夏季,福态,花色,60周岁以上,宽松,两件套,开衫,中长款,方领,常规,,,
母亲节衣服夏季中老年女装夏装短袖中年人40-50岁60妈妈装T恤套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB1kUH5QVXXXXc_XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547016860108&ns=1&abbucket=0,59,5443人付款,江苏苏州,28801TX,云新,薄,其他,2017年夏季,民族风,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,常规,,96%及以上,
中老年女装夏装套装棉麻两件套中年妈妈装短袖T恤奶奶装上衣裤子,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1SxMGPVXXXXb2XVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=528941986154&ns=1&abbucket=0,69,9705人付款,江苏苏州,GDFH3199,歌迪凤凰,薄,其他,2017年夏季,时尚,花鸟图案,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,纽扣
2017中老年女装夏装套装中年女短袖t恤七分裤两件套亚麻妈妈装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1sTW.QFXXXXbkXXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548788423318&ns=1&abbucket=0,129,6485人付款,浙江嘉兴,BD151651,fngrade/风奢尚品,适中,亚麻,2017年夏季,民族风,花鸟图案,40-49周岁,修身,两件套,套头,中长款,圆领,常规,,30%及以下,
中老年女装夏装短袖T恤大码宽松上衣妈妈装短款衬衫老年人衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1640489286/TB2OkSmpXXXXXXZXpXXXXXXXXXX_!!1640489286.jpg,https://item.taobao.com/item.htm?id=531859083283&ns=1&abbucket=0#detail,12.8,4065人付款,北京,126,,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,短款,圆领,常规,,96%及以上,镶钻
母亲节衣服夏季中老年女装夏装短袖t恤40-50岁妈妈雪纺衫中年套装,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/TB1hnoQQVXXXXbNXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547669524523&ns=1&abbucket=0,69,5637人付款,浙江嘉兴,BDPPT06-,DUOYEREE/朵莹,薄,聚酯,2017年夏季,时尚,花鸟图案,40-49周岁,直筒,单件,套头,常规,圆领,喇叭袖,,96%及以上,
中老年女装夏装套装老年人短袖T恤大码上衣+裤子奶奶装棉麻两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1682768129/TB2I5lrfYJkpuFjy1zcXXa5FFXa_!!1682768129.jpg,https://item.taobao.com/item.htm?id=545847084467&ns=1&abbucket=0#detail,59,3927人付款,江苏苏州,,自主品牌,薄,棉麻,2017年夏季,民族风,大花,60周岁以上,宽松,两件套,套头,常规,圆领,常规,三粒扣,91%(含)-95%(含),绣花
中老年女装夏套装宽松大码短袖T恤妈妈装休闲奶奶婆婆老人两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2472552533/TB2lJ9toiRnpuFjSZFCXXX2DXXa_!!2472552533.jpg,https://item.taobao.com/item.htm?id=546793033624&ns=1&abbucket=0#detail,22.8,2765人付款,江苏苏州,Jan-80,,超薄,其他,2017年夏季,休闲,其他,60周岁以上,宽松,两件套,套头,常规,圆领,其他,,81%(含)-90%(含),纽扣
母亲节夏季衣服套装中老年女装大码短袖T恤中年夏装40-50岁妈妈装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1qpbxQVXXXXX.XFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=548195903571&ns=1&abbucket=0,49,4874人付款,江苏苏州,DK017471007-25,窦寇,,其他,2017年夏季,时尚,,40-49周岁,宽松,单件,套头,,圆领,,,96%及以上,镂空
中老年人女装夏装短袖t恤妈妈装中年妇女春秋大码长袖上衣40-50岁,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/703985022/TB27fGytpXXXXaZXpXXXXXXXXXX_!!703985022.jpg,https://item.taobao.com/item.htm?id=45709469437&ns=1&abbucket=0#detail,24.8,3732人付款,江苏苏州,16016,,适中,"雪纺,聚酯,棉",2016年夏季,时尚,花色,40-49周岁,宽松,单件,套头,常规,圆领,常规,,,纱网
中老年女装夏装气质上衣裤子中年妈妈装蝴蝶结半袖雪纺打底衫套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/TB1I870QXXXXXXkapXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=544767306247&ns=1&abbucket=0,79,6562人付款,上海,5301,简港,适中,其他,2017年春季,时尚,其他,,宽松,单件,套头,常规,圆领,常规,,96%及以上,
母亲节中老年女装夏季宽松短袖T恤衫两件套40-50岁妈妈装夏装套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1Dhh5QpXXXXaKaXXXXXXXXXXX_!!0-item_pic.jpg,https://item.taobao.com/item.htm?id=547738491598&ns=1&abbucket=0#detail,29.9,4203人付款,上海,133,,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,修身,两件套,套头,常规,圆领,,,,
母亲节妈妈春装新款t恤中老年女装夏装雪纺打底衫中年针织上衣潮,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1712306286/TB2IWbjjrxmpuFjSZJiXXXauVXa_!!1712306286.jpg,https://item.taobao.com/item.htm?id=536564584326&ns=1&abbucket=0#detail,23.8,4065人付款,江苏苏州,16137,,薄,"雪纺,聚酯","2017年春季,2017年夏季",时尚,,40-49周岁,宽松,单件,套头,常规,圆领,常规,,,
中老年人女装夏装套装妈妈两件套老人衣服奶奶装50-60-70岁母亲节,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1V8uOQVXXXXbNaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=549641308905&ns=1&abbucket=0,99,5217人付款,江苏苏州,BNX17X239,倍暖祥,薄,聚酯,2017年夏季,时尚,花鸟图案,50-59周岁,宽松,两件套,套头,常规,圆领,常规,,96%及以上,褶皱
母亲节衣服妈妈装夏装两件套装中年40-50岁短袖T恤上衣中老年女装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/TB1V56iQpXXXXb_XpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=532127709935&ns=1&abbucket=0,79,4938人付款,江苏苏州,YSB16C928,衣是宝,薄,聚酯,2017年夏季,时尚,大花,40-49周岁,宽松,两件套,套头,中长款,V领,常规,,96%及以上,
香颜妈妈装夏装真丝T恤中老年女装短袖上衣服中年女桑蚕丝衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/TB1R_2nQFXXXXcvXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547149916546&ns=1&abbucket=0,198,8783人付款,浙江嘉兴,YXZLK8601-1,香颜,适中,蚕丝,2017年夏季,时尚,其他,50-59周岁,宽松,单件,套头,中长款,V领,常规,三粒扣,96%及以上,纽扣
母亲节衣服中老年女夏装夏季新款短袖妈妈装两件套装T恤40-50大码,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/118643690/TB2bxRFjNRDOuFjSZFzXXcIipXa_!!118643690.jpg,https://item.taobao.com/item.htm?id=547474464492&ns=1&abbucket=0#detail,69,4970人付款,江苏苏州,BYM1703XS2412,棒约美,适中,聚酯,2017年夏季,时尚,抽象图案,40-49周岁,宽松,单件,套头,常规,V领,常规,,,
中年t恤女中老年女装春装40岁50母亲节妈妈装老人衣服夏装打底衫,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/TB10uffRXXXXXbfXpXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546691152684&ns=1&abbucket=0,69,5676人付款,浙江嘉兴,A6732402,芭蒂丽尔,薄,其他,2016年夏季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,短款,圆领,常规,,96%及以上,镶钻
中老年女装两件套大码妈妈装雪纺短袖T恤中年时尚阔腿裤夏装套装,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1044842342/TB2aLRFmrplpuFjSspiXXcdfFXa_!!1044842342.jpg,https://item.taobao.com/item.htm?id=547429883657&ns=1&abbucket=0#detail,65,3593人付款,江苏苏州,,other/其他,薄,雪纺,2017年夏季,时尚,大花,40-49周岁,宽松,两件套,套头,常规,圆领,常规,,81%(含)-90%(含),口袋
中老年女装妈妈装短袖雪纺衫大码宽松40-50岁上衣17夏装新品T恤衫,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/TB1SbuePFXXXXXmaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=545460550994&ns=1&abbucket=0,98,8778人付款,浙江嘉兴,BD17BQ01805,bodycolor/芭蒂卡,薄,其他,2017年夏季,知性,花色,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,96%及以上,
妈妈装夏装雪纺衫中年女装40-50岁新款中袖T恤中老年女装打底衫潮,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/268504757/TB2JnyimC0jpuFjy0FlXXc0bpXa_!!268504757.jpg,https://item.taobao.com/item.htm?id=548773220099&ns=1&abbucket=0#detail,39.9,3549人付款,江苏苏州,T7317,,薄,"雪纺,聚酯",2017年夏季,时尚,大花,40-49周岁,修身,单件,套头,中长款,V领,常规,,,纱网
中老年女装夏季短袖T恤40-50岁妈妈装夏装老年人宽松大码上衣衬衫,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/128928429/TB2CVWRl80lpuFjSszdXXcdxFXa_!!128928429.jpg,https://item.taobao.com/item.htm?id=548783368172&ns=1&abbucket=0#detail,59,6042人付款,浙江杭州,WX-77,,薄,聚酯,2017年夏季,时尚,花色,40-49周岁,宽松,单件,套头,中长款,立领,常规,单排扣,96%及以上,纽扣
母亲节妈妈夏装T恤40-50岁30中老年女装两件套装中年人春夏季衣服,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1AsBJQVXXXXXeXVXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=547194673655&ns=1&abbucket=0,98,5987人付款,浙江嘉兴,smt/2017791,苏米唐,薄,其他,2017年夏季,时尚,花色,40-49周岁,宽松,两件套,套头,常规,半开领,泡泡袖,,96%及以上,
2017中年妈妈装夏装套装中老年女装短袖T恤裤子哈伦裤大码两件套,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/TB1LNzKPVXXXXceaXXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=529089171361&ns=1&abbucket=0,69,5092人付款,江苏苏州,GDFH3206,歌迪凤凰,薄,聚酯,2017年夏季,时尚,纯色,40-49周岁,,两件套,套头,常规,圆领,常规,,91%(含)-95%(含),镶钻
2017新款妈妈装夏装短袖t恤宽松上衣40-50岁中老年人女装两件套装,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/TB15IXwQpXXXXXIXFXXXXXXXXXX_!!0-item_pic.jpg,https://detail.tmall.com/item.htm?id=546124068602&ns=1&abbucket=0,69,5367人付款,江苏苏州,OLY-BD1958-1833,欧力羽,薄,聚酯,2017年春季,时尚,花鸟图案,40-49周岁,宽松,单件,套头,常规,圆领,蝙蝠袖,,96%及以上,
