ID,Gender,Height_cm,Weight_kg,Shoe size_cm
1154,Female,158,58,23
1155,Female,164,68,24.5
1156,Male,176,90,28.5
1157,Female,160,57,24
1158,Female,159,61,22.5
1159,Female,161,58,24
1160,Male,184,93,28.5
1161,Male,179,86,28.5
1162,Female,169,82,24
1163,Male,174,90,28
1164,Male,170,87,28.5
1165,Male,172,83,28
1166,Female,162,63,24
1167,Male,176,90,28.5
1168,Female,164,64,24.5
1169,Female,160,56,24
1170,Female,161,66,24
1171,Male,164,73,27
1172,Male,176,86,28.5
1173,Male,173,85,28
1174,Female,156,49,23
1175,Female,160,55,24
1176,Male,178,81,28.5
1177,Male,168,75,27.5
1178,Male,181,83,29
1179,Male,180,83,29
1180,Male,179,94,28.5
1181,Male,171,77,28
1182,Male,182,99,29
1183,Female,164,69,24
1184,Male,174,80,27.5
1185,Male,172,72,28
1186,Female,152,51,22.5
1187,Male,173,83,28
1188,Female,162,59,24
1189,Male,174,80,28
1190,Male,164,67,27
1191,Female,162,67,24
1192,Female,171,66,25
1193,Male,186,91,29
1194,Female,163,67,24
1195,Male,180,85,29
1196,Female,164,61,24.5
1197,Male,165,70,27.5
1198,Female,168,71,25
1199,Male,159,65,26
1200,Female,164,72,24
1201,Female,166,68,24.5
1202,Female,150,47,21.5
1203,Male,157,63,26.5
1204,Female,164,68,25.5
1205,Female,165,63,24.5
1206,Male,163,70,27
1207,Female,167,68,25
1208,Female,169,69,25
1209,Female,152,51,22.5
1210,Female,165,68,24.5
1211,Female,156,48,23
1212,Male,170,82,28
1213,Male,175,76,28.5
1214,Male,180,86,29
1215,Male,177,88,28.5
1216,Male,176,89,28
1217,Female,169,76,25
1218,Male,172,81,28
1219,Female,145,44,21
1220,Male,167,78,27.5
1221,Male,180,94,29
1222,Female,163,72,24
1223,Female,169,72,25
1224,Male,171,84,28
1225,Female,164,64,24.5
1226,Male,173,86,28
1227,Male,162,69,27
1228,Female,165,69,24.5
1229,Female,176,74,26.5
1230,Female,170,74,25
1231,Male,179,86,28.5
1232,Male,180,89,29
1233,Male,172,75,28
1234,Female,168,60,24
1235,Female,158,53,23
1236,Male,173,91,28.5
1237,Male,167,84,28
1238,Male,175,81,28.5
1239,Female,165,71,24.5
1240,Male,172,82,28
1241,Female,150,49,22
1242,Female,165,68,24.5
1243,Female,146,42,21
1244,Male,167,76,27.5
1245,Female,166,67,24.5
1246,Female,168,64,25
1247,Male,174,84,28
1248,Male,174,85,28
1249,Male,173,93,28.5
1250,Female,158,67,23
1251,Female,153,56,22.5
1252,Male,183,93,29
1253,Male,177,89,28.5
1254,Female,151,51,22
1255,Male,168,88,28
1256,Female,163,56,23
1257,Male,177,89,28.5
1258,Male,172,77,28.5
1259,Male,183,91,29
1260,Male,174,85,27.5
1261,Female,160,62,24
1262,Female,168,71,25
1263,Female,167,67,24.5
1264,Female,153,58,22.5
1265,Male,175,87,28.5
1266,Female,162,58,24
1267,Female,164,67,24.5
1268,Male,170,75,28
1269,Female,157,54,23
1270,Male,161,71,27
1271,Female,156,57,23.5
1272,Female,157,52,22.5
1273,Female,152,49,22.5
1274,Female,154,53,23
1275,Male,171,83,28
1276,Female,169,72,25
1277,Male,179,88,28.5
1278,Male,173,83,28.5
1279,Male,185,105,30
1280,Male,176,81,28.5
1281,Female,157,55,23
1282,Female,158,66,23
1283,Male,158,76,26.5
1284,Female,158,55,23
1285,Male,193,104,30.5
1286,Male,172,80,28
1287,Female,171,71,24
1288,Male,169,79,27.5
1289,Male,170,77,28
1290,Male,177,83,28.5
1291,Female,160,60,24
1292,Male,179,86,28.5
1293,Male,177,83,29.5
1294,Female,159,72,22.5
1295,Male,166,77,27.5
1296,Female,170,68,25
1297,Female,164,73,24.5
1298,Female,153,59,22.5
1299,Female,146,44,21
1300,Female,159,62,23
1301,Male,177,89,28.5
1302,Female,151,50,22
1303,Male,166,75,27.5
1304,Male,181,92,29
1305,Male,179,89,28.5
1306,Male,179,83,28.5
1307,Male,182,92,28.5
1308,Female,179,71,26.5
1309,Female,163,57,24
1310,Female,144,40,21
1311,Male,182,98,29.5
1312,Male,176,90,28.5
1313,Female,175,79,25.5
1314,Female,174,74,25.5
1315,Female,166,67,25
1316,Female,154,55,22.5
1317,Male,180,94,29
1318,Male,186,100,29.5
1319,Female,156,55,23
1320,Male,177,84,28.5
1321,Male,160,70,27
1322,Female,169,63,25
1323,Male,176,85,28
1324,Female,156,57,23
1325,Female,156,53,23
1326,Male,169,69,27.5
1327,Female,157,55,23
1328,Male,174,79,28
1329,Male,173,84,28
1330,Female,150,53,23
1331,Female,154,53,22.5
1332,Female,156,53,23
1333,Female,162,61,24
1334,Male,180,95,29
1335,Female,163,66,24
1336,Female,165,63,24.5
1337,Female,162,65,24
1338,Male,165,77,27.5
1339,Male,178,89,28.5
1340,Male,196,114,
1341,Female,171,66,25
1342,Male,175,91,28.5
1343,Female,151,43,22
1344,Female,167,73,24.5
1345,Female,175,78,25.5
1346,Male,177,91,28.5
1347,Female,154,54,22.5
1348,Male,178,89,28.5
1349,Female,163,56,24
1350,Female,161,55,24
1351,Female,158,59,22.5
1352,Female,149,50,22
1353,Female,159,59,23
1354,Female,162,61,24
1355,Male,177,84,28.5
1356,Female,162,62,24
1357,Male,174,81,27.5
1358,Female,162,66,24
1359,Male,176,83,28.5
1360,Male,172,75,28.5
1361,Female,159,57,23
1362,Female,172,70,25
1363,Female,163,65,24
1364,Male,182,90,29
1365,Female,151,49,22
1366,Female,154,57,22.5
1367,Male,177,80,28.5
1368,Female,168,64,25
1369,Male,173,90,28.5
1370,Female,156,54,23
1371,Female,163,73,24
1372,Female,173,74,26
1373,Male,175,86,28.5
1374,Female,159,64,23
1375,Male,182,87,29
1376,Male,178,91,28.5
1377,Male,179,97,29
1378,Female,157,52,22.5
1379,Female,167,54,24.5
1380,Female,165,69,24.5
1381,Male,170,77,28
1382,Female,168,66,25
1383,Female,159,56,23
1384,Male,169,88,28
1385,Female,167,72,24.5
1386,Female,151,58,22
1387,Female,156,58,23
1388,Female,149,41,22
1389,Female,154,51,22.5
1390,Male,172,80,28
1391,Male,168,77,27.5
1392,Male,168,78,27
1393,Female,150,56,22
1394,Male,168,86,28
1395,Male,170,84,28.5
1396,Female,161,58,24
1397,Male,160,74,27
1398,Male,167,80,27.5
1399,Male,176,90,28
1400,Female,159,57,23
1401,Male,188,102,29.5
1402,Female,166,61,24.5
1403,Male,165,81,27.5
1404,Male,174,82,28
1405,Female,161,69,24
1406,Male,181,91,30
1407,Female,153,51,22.5
1408,Female,170,70,25
1409,Male,173,86,28
1410,Female,153,56,22.5
1411,Male,182,91,29
1412,Female,154,53,22.5
1413,Female,155,57,22.5
1414,Male,194,96,30
1415,Female,159,57,23
1416,Male,173,77,28
1417,Female,167,72,24
1418,Male,177,85,28.5
1419,Male,173,81,28
1420,Female,154,51,22.5
1421,Female,157,57,23
1422,Female,161,67,24
1423,Male,175,88,28
1424,Male,168,78,27.5
1425,Male,186,93,29.5
1426,Male,168,81,27
1427,Female,156,52,23
1428,Male,183,91,29
1429,Male,176,82,28.5
1430,Female,164,68,24.5
1431,Male,170,79,29
1432,Female,162,60,23
1433,Female,156,61,23
1434,Male,170,76,28
1435,Male,165,74,27.5
1436,Male,184,95,29
1437,Female,155,51,22.5
1438,Female,160,58,24
1439,Female,153,53,22.5
1440,Male,173,84,28
1441,Male,178,87,28.5
1442,Female,164,58,24.5
1443,Male,181,89,29
1444,Female,161,59,24.5
1445,Male,177,93,28.5
1446,Female,156,62,23
1447,Female,168,74,25
1448,Female,158,54,23
1449,Male,178,80,28.5
1450,Female,162,64,24.5
1451,Female,153,60,22.5
1452,Female,155,53,22.5
1453,Male,181,89,29
1454,Male,176,84,29
1455,Female,157,64,23
1456,Female,168,65,25
1457,Male,187,103,29.5
1458,Male,164,75,27
1459,Female,149,49,22
1460,Male,169,82,27.5
1461,Female,165,70,24.5
1462,Female,165,74,24.5
1463,Male,154,63,25
1464,Male,169,82,27.5
1465,Female,179,81,26.5
1466,Female,157,54,23.5
1467,Male,174,85,28
1468,Male,153,57,25
1469,Male,165,78,27.5
1470,Male,175,70,28.5
1471,Female,153,53,22.5
1472,Male,179,84,28.5
1473,Female,157,60,23
1474,Male,178,86,28.5
1475,Female,171,74,26
1476,Female,145,40,21
1477,Male,187,99,29.5
1478,Female,170,73,25
1479,Female,169,67,25
1480,Female,156,58,23
1481,Female,155,59,22.5
1482,Male,165,63,27.5
1483,Female,157,62,23
1484,Male,175,84,28.5
1485,Male,162,71,27
1486,Female,159,46,23
1487,Male,173,85,28
1488,Female,165,64,24.5
1489,Male,190,101,30
1490,Female,165,67,24.5
1491,Male,182,93,29
1492,Male,176,82,28.5
1493,Male,178,87,28.5
1494,Female,160,54,24
1495,Female,154,50,22.5
1496,Male,175,89,28.5
1497,Male,171,78,28
1498,Male,174,85,28
1499,Male,183,79,29
1500,Male,165,72,27.5
1501,Female,155,52,22.5
1502,Male,170,83,27.5
1503,Female,157,53,23
1504,Female,175,69,25.5
1505,Male,179,86,28.5
1506,Female,161,61,24
1507,Female,162,59,24
1508,Male,177,84,28
1509,Male,169,84,27.5
1510,Female,175,75,25.5
1511,Male,163,72,27
1512,Male,169,85,27.5
1513,Male,177,85,28.5
1514,Male,187,98,29.5
1515,Male,181,95,29
1516,Male,179,90,28.5
1517,Female,166,68,24.5
1518,Male,179,99,29.5
1519,Female,159,62,23
1520,Female,147,45,21
1521,Female,159,57,23
1522,Male,175,86,28.5
1523,Male,195,102,31
1524,Female,151,45,22
1525,Male,185,92,29.5
1526,Male,173,72,28
1527,Female,156,58,23
1528,Male,164,75,27
1529,Female,163,66,24
1530,Male,178,90,28.5
1531,Male,184,102,29.5
1532,Male,175,88,28.5
1533,Female,153,52,22.5
1534,Female,162,56,24
1535,Female,168,73,25
1536,Female,160,63,24
1537,Female,162,55,23.5
1538,Female,157,46,22.5
1539,Female,162,67,24
1540,Female,156,62,23
1541,Male,173,77,28
1542,Female,165,61,24.5
1543,Male,172,82,28
1544,Female,157,50,23
1545,Male,179,83,28.5
1546,Female,158,63,23
1547,Male,178,89,28.5
1548,Male,175,87,28.5
1549,Male,173,86,28
1550,Male,178,89,28.5
1551,Female,160,58,24
1552,Female,151,52,22
1553,Male,168,81,28.5
1554,Female,155,57,22.5
1555,Female,159,55,23
1556,Female,160,63,24.5
1557,Male,177,94,29
1558,Female,167,65,24.5
1559,Female,168,62,25
1560,Female,171,72,25
1561,Female,164,70,24.5
1562,Male,191,99,30
1563,Female,174,67,25.5
1564,Male,183,97,29
1565,Male,180,87,29
1566,Female,158,56,23
1567,Male,180,88,28
1568,Male,175,72,28.5
1569,Male,184,99,30
1570,Female,164,68,24.5
1571,Female,161,62,24
1572,Female,156,55,23
1573,Female,176,80,26.5
1574,Female,162,58,24
1575,Female,159,65,23
1576,Female,155,49,22
1577,Female,171,76,24
1578,Male,165,68,27.5
1579,Female,162,61,24
1580,Female,154,61,22.5
1581,Male,171,80,28
1582,Male,181,91,29
1583,Male,176,92,28.5
1584,Male,183,85,29
1585,Male,182,92,29
1586,Female,162,62,24
1587,Female,162,72,24
1588,Female,165,69,24.5
1589,Female,159,61,23
1590,Male,167,75,27.5
1591,Male,175,81,28.5
1592,Male,176,89,29.5
1593,Female,160,51,24
1594,Male,168,80,26.5
1595,Female,169,75,25
1596,Female,158,56,23
1597,Female,159,68,23
1598,Female,146,39,21
1599,Male,177,89,28.5
1600,Male,199,115,
1601,Male,178,89,28.5
1602,Female,155,45,22.5
1603,Female,142,40,20.5
1604,Male,176,82,28.5
1605,Female,162,62,24.5
1606,Female,166,71,24.5
1607,Female,155,46,22.5
1608,Male,168,76,27.5
1609,Female,160,62,24
1610,Male,180,82,29
1611,Female,160,56,24
1612,Male,185,88,29.5
1613,Male,181,93,29
1614,Female,166,58,24.5
1615,Female,160,58,24
1616,Female,166,64,24.5
1617,Male,176,87,28.5
1618,Female,164,67,24.5
1619,Male,182,88,29
1620,Female,154,49,22
1621,Female,162,61,25
1622,Female,160,58,24
1623,Male,179,89,28
1624,Male,167,72,27.5
1625,Male,159,69,25
1626,Female,150,51,22
1627,Female,158,62,23
1628,Male,169,75,26.5
1629,Female,156,54,23
1630,Female,152,55,22.5
1631,Male,182,90,28.5
1632,Female,168,61,25
1633,Female,161,60,24
1634,Female,159,66,24
1635,Female,157,59,23
1636,Female,158,62,23.5
1637,Female,172,73,25.5
1638,Female,155,51,22.5
1639,Female,160,52,24
1640,Female,165,68,24.5
1641,Male,165,75,27.5
1642,Male,174,81,27.5
1643,Female,174,70,25.5
1644,Female,166,72,24.5
1645,Female,159,54,23.5
1646,Female,165,63,24.5
1647,Female,153,54,22.5
1648,Female,162,65,24
1649,Female,169,65,24.5
1650,Female,159,58,23
1651,Female,159,60,24
1652,Female,155,50,22.5
1653,Male,177,81,28.5
1654,Male,167,80,27.5
1655,Male,178,99,29
1656,Male,177,95,29
1657,Male,185,90,29.5
1658,Female,167,70,24
1659,Male,178,82,28.5
1660,Female,155,43,22.5
1661,Female,167,71,24.5
1662,Female,158,58,23
1663,Female,159,54,24
1664,Male,181,90,29
1665,Male,182,96,29
1666,Female,157,55,23
1667,Male,171,81,28
1668,Female,151,52,22
1669,Female,158,65,23
1670,Female,158,58,23
1671,Female,165,61,24.5
1672,Male,184,86,28.5
1673,Male,173,88,27.5
1674,Female,167,69,24.5
1675,Male,190,102,30
1676,Male,177,82,29
1677,Female,161,59,24
1678,Female,162,62,24
1679,Female,156,52,23
1680,Female,157,61,23
1681,Male,164,74,27
1682,Male,180,88,28.5
1683,Male,177,88,28.5
1684,Female,168,67,25
1685,Male,163,74,27
1686,Male,177,89,28.5
1687,Male,181,83,29
1688,Male,177,92,28.5
1689,Male,176,88,28.5
1690,Female,160,65,24
1691,Female,168,72,24.5
1692,Male,176,84,28.5
1693,Male,175,87,28.5
1694,Male,181,87,29.5
1695,Female,164,62,24.5
1696,Male,178,85,28.5
1697,Male,180,90,29
1698,Male,184,90,29
1699,Male,170,79,28
1700,Female,161,57,24
1701,Female,156,54,23
1702,Male,178,85,28.5
1703,Male,169,85,27.5
1704,Female,168,70,25
1705,Female,158,53,23
1706,Female,160,61,24
1707,Male,172,83,28
1708,Female,159,58,23
1709,Female,158,53,23
1710,Female,157,61,23
1711,Male,178,87,28.5
1712,Male,182,87,29
1713,Female,157,59,23
1714,Male,170,83,28
1715,Male,168,77,28
1716,Male,181,87,29
1717,Male,172,76,28
1718,Female,168,74,25
1719,Female,156,57,23
1720,Female,165,65,25.5
1721,Male,170,85,28
1722,Male,168,75,27.5
1723,Female,167,68,24.5
1724,Female,161,58,24
1725,Female,160,64,24
1726,Male,165,80,27.5
1727,Female,152,49,22.5
1728,Male,157,63,26
1729,Female,155,55,22.5
1730,Female,152,43,22.5
1731,Male,182,95,29
1732,Male,169,78,27.5
1733,Male,165,75,27.5
1734,Male,178,85,28.5
1735,Male,182,85,29
1736,Female,164,59,25
1737,Female,160,59,24
1738,Female,174,75,25.5
1739,Male,182,95,29
1740,Female,165,63,24.5
1741,Male,170,79,28
1742,Male,168,79,27.5
1743,Male,182,95,29
1744,Female,171,68,26
1745,Male,176,77,28.5
1746,Male,180,89,29
1747,Male,182,95,29
1748,Female,166,66,24.5
1749,Female,161,58,24
1750,Female,161,66,24
1751,Male,182,95,29
1752,Male,175,84,28.5
1753,Male,157,69,26
1754,Male,179,88,28.5
1755,Male,170,72,28
1756,Male,172,78,28
1757,Male,182,92,29
1758,Female,160,62,24
1759,Female,166,70,24.5
1760,Female,155,55,22.5
1761,Male,181,90,30
1762,Male,172,82,28
1763,Male,181,90,29
1764,Male,186,91,29.5
1765,Male,181,99,29
1766,Female,161,55,24
1767,Male,166,71,27.5
1768,Male,175,82,28.5
1769,Female,164,61,24.5
1770,Male,173,88,28
1771,Male,183,100,28.5
1772,Male,175,91,28.5
1773,Female,172,74,25.5
1774,Female,162,61,24
1775,Female,165,66,24.5
1776,Female,160,65,24
1777,Female,161,60,24
1778,Female,159,53,23
1779,Male,178,87,28.5
1780,Female,157,59,23
1781,Male,171,84,28
1782,Female,156,57,23
1783,Female,162,65,24
1784,Female,155,51,22.5
1785,Female,167,70,24.5
1786,Female,164,66,24.5
1787,Male,175,86,28.5
1788,Female,154,54,22.5
1789,Female,162,64,24.5
1790,Female,163,61,25
1791,Male,160,71,27
1792,Male,185,96,29.5
1793,Male,172,85,28
1794,Male,165,69,28
1795,Female,165,61,24.5
1796,Female,152,55,22.5
1797,Female,173,74,25.5
1798,Female,164,70,24.5
1799,Female,161,58,24
1800,Male,182,98,29
1801,Male,180,87,29
1802,Male,175,74,28.5
1803,Male,172,76,28
1804,Male,175,85,28.5
1805,Female,157,59,23
1806,Male,172,86,28
1807,Female,152,56,23
1808,Male,168,75,27.5
1809,Male,181,90,29
1810,Male,161,71,27
1811,Male,177,90,28
1812,Female,156,60,23
1813,Male,184,96,29
1814,Female,163,73,24
1815,Male,173,82,28
1816,Female,156,56,23
1817,Female,160,61,23
1818,Male,164,74,27.5
1819,Female,168,76,25
1820,Male,179,89,28.5
1821,Female,164,66,24.5
1822,Male,170,72,28
1823,Female,165,68,24.5
1824,Male,183,87,29
1825,Female,159,59,23
1826,Female,167,68,24.5
1827,Male,178,92,28.5
1828,Female,164,65,24.5
1829,Female,159,65,23
1830,Male,172,76,28
1831,Male,174,81,28
1832,Male,182,95,29
1833,Female,150,50,22
1834,Male,183,89,29
1835,Male,184,84,29
1836,Female,166,65,24.5
1837,Female,157,54,23
1838,Male,160,61,27
1839,Male,165,75,27.5
1840,Male,169,88,29
1841,Male,183,90,29
1842,Female,168,70,25
1843,Female,161,56,24
1844,Male,180,90,29.5
1845,Male,185,94,29.5
1846,Female,167,67,24.5
1847,Male,174,80,28
1848,Female,165,61,24.5
1849,Male,174,78,28
1850,Female,155,46,22.5
1851,Female,165,64,24.5
1852,Male,165,71,27.5
1853,Male,169,77,27.5
1854,Male,176,87,28.5
1855,Male,170,79,28
1856,Female,153,60,22.5
1857,Female,145,42,21
1858,Female,155,59,22.5
1859,Male,170,70,27
1860,Female,159,59,23
1861,Female,154,57,22.5
1862,Male,174,85,28
1863,Female,148,43,22
1864,Male,182,90,29
1865,Female,157,58,23
1866,Male,192,102,30
1867,Female,154,52,22.5
1868,Female,161,55,24
1869,Male,177,89,28.5
1870,Female,157,65,23
1871,Male,176,93,29
1872,Female,162,61,24
1873,Male,183,92,29
1874,Female,163,62,24
1875,Female,149,48,21.5
1876,Female,159,47,23
1877,Male,175,82,28.5
1878,Male,188,102,29.5
1879,Male,173,79,28
1880,Male,175,86,29
1881,Female,145,42,21
1882,Female,159,69,23
1883,Male,172,80,28
1884,Male,184,92,29
1885,Male,176,90,28.5
1886,Male,184,82,29
1887,Female,166,68,24
1888,Female,166,65,24.5
1889,Male,169,76,27.5
1890,Female,153,52,22.5
1891,Male,181,89,29
1892,Male,183,85,28.5
1893,Male,176,84,28.5
1894,Male,167,78,26.5
1895,Male,176,84,28.5
1896,Male,169,83,27.5
1897,Female,168,69,25
1898,Male,183,93,29
1899,Male,164,80,27
1900,Male,175,85,28.5
1901,Male,172,76,28
1902,Male,188,99,29.5
1903,Male,177,89,28.5
1904,Male,172,78,28
1905,Male,178,85,28
1906,Female,161,75,24
1907,Male,181,95,29.5
1908,Male,162,69,27
1909,Male,186,99,30
1910,Female,155,46,22
1911,Female,155,54,22.5
1912,Male,161,65,27
1913,Male,176,82,28.5
1914,Male,170,75,28
1915,Male,176,90,28.5
1916,Female,157,60,23
1917,Male,175,84,29.5
1918,Female,155,59,22.5
1919,Female,174,79,26
1920,Female,175,75,26
1921,Male,171,71,28
1922,Male,172,80,28.5
1923,Female,161,65,24
1924,Male,167,75,27.5
1925,Male,170,76,28
1926,Female,159,54,23
1927,Female,146,57,21
1928,Male,187,107,30
1929,Male,167,84,28
1930,Female,163,68,24
1931,Male,183,98,29
1932,Male,169,76,27
1933,Male,163,70,27
1934,Female,158,62,23
1935,Female,167,72,24.5
1936,Female,141,31,20
1937,Female,165,65,24.5
1938,Female,154,52,22.5
1939,Female,173,74,25.5
1940,Male,177,83,28.5
1941,Female,168,65,25
1942,Female,159,59,23
1943,Female,157,53,23
1944,Female,165,60,24.5
1945,Male,180,87,29
1946,Male,169,81,27.5
1947,Female,166,66,24.5
1948,Female,149,52,22.5
1949,Female,157,52,22.5
1950,Female,165,71,24.5
1951,Female,163,54,24
1952,Female,145,42,21
1953,Female,159,56,23.5
1954,Female,170,70,25
1955,Male,190,100,30
1956,Female,163,62,24
1957,Female,159,55,23
1958,Male,165,69,27.5
1959,Male,172,73,28
1960,Male,177,88,28
1961,Male,174,83,28
1962,Male,176,80,28.5
1963,Male,168,74,27.5
1964,Male,169,79,27.5
1965,Female,157,53,23
1966,Female,171,77,25
1967,Male,177,85,28.5
1968,Female,176,74,27
1969,Female,155,54,22.5
1970,Male,187,96,29.5
1971,Male,169,75,27.5
1972,Male,173,84,28
1973,Female,172,64,25.5
1974,Female,163,64,24
1975,Female,162,55,24
1976,Female,161,58,24
1977,Female,149,48,22
1978,Female,152,43,22.5
1979,Male,175,80,28.5
1980,Female,164,67,24.5
1981,Female,166,62,24.5
1982,Female,161,67,24
1983,Female,160,56,24
1984,Female,156,53,23
1985,Female,157,55,23
1986,Female,154,51,22.5
1987,Female,157,50,23
1988,Male,188,95,29.5
1989,Male,171,83,29
1990,Female,165,67,24.5
1991,Female,164,71,24.5
1992,Female,156,47,23
1993,Male,174,92,28.5
1994,Female,151,52,22.5
1995,Male,171,78,27
1996,Male,168,74,27.5
1997,Male,174,86,28
1998,Female,156,44,23
1999,Female,153,49,21.5
2000,Male,186,97,29.5
2001,Female,160,60,24.5
2002,Female,169,55,25
2003,Male,177,85,28.5
2004,Female,162,59,23.5
2005,Male,178,97,29
2006,Male,175,87,28.5
2007,Female,159,57,22
2008,Female,142,36,21.5
2009,Female,170,59,25
2010,Female,153,51,22.5
2011,Female,163,56,24
2012,Male,181,86,29
2013,Male,169,80,27.5
2014,Male,170,84,27
2015,Male,179,92,28.5
2016,Female,162,67,24
2017,Male,176,73,28
2018,Male,170,78,28
2019,Male,169,76,27.5
2020,Female,154,59,21.5
2021,Female,161,59,24
2022,Male,179,87,28.5
2023,Female,148,48,22
2024,Male,186,99,30
2025,Male,188,99,29.5
2026,Female,161,72,24
2027,Male,184,100,30
2028,Male,190,95,30
2029,Female,157,58,23.5
2030,Male,166,77,27.5
2031,Male,171,84,28
2032,Male,162,74,27
2033,Female,147,46,21
2034,Male,178,93,28.5
2035,Male,170,71,28
2036,Female,164,57,23.5
2037,Male,181,88,29
2038,Male,170,80,28
2039,Male,176,89,28.5
2040,Female,159,64,23
2041,Female,154,51,22.5
2042,Female,153,57,22.5
2043,Male,174,90,28
2044,Male,182,85,29
2045,Female,144,42,21
2046,Female,158,55,23
2047,Male,170,82,28
2048,Male,173,85,28
2049,Male,187,100,29.5
2050,Female,172,74,25.5
2051,Male,166,73,27.5
2052,Female,175,72,25.5
2053,Male,179,85,28.5
2054,Female,165,64,24.5
2055,Female,155,61,23
2056,Male,182,90,29
2057,Male,173,87,28
2058,Male,182,89,29
2059,Male,177,80,28.5
2060,Female,141,38,20.5
2061,Male,176,78,28.5
2062,Male,170,78,28
2063,Female,164,61,24.5
2064,Female,153,56,22.5
2065,Male,175,82,28.5
2066,Male,183,97,29
2067,Male,171,85,28
2068,Female,152,52,22.5
2069,Female,156,65,22.5
2070,Male,188,100,29
2071,Female,161,69,24
2072,Female,165,67,24.5
2073,Female,150,47,22
2074,Male,173,79,28
2075,Male,160,64,27
2076,Female,162,63,24.5
2077,Male,177,84,29
2078,Male,156,61,26
2079,Male,182,96,29
2080,Female,157,57,23
2081,Male,172,81,28.5
2082,Male,170,84,28
2083,Male,174,89,28
2084,Female,174,69,26.5
2085,Male,178,90,28.5
2086,Female,164,67,24.5
2087,Male,180,84,29
2088,Female,170,77,25
2089,Male,180,89,29
2090,Female,157,62,23
2091,Male,171,71,28
2092,Female,159,54,23
2093,Male,185,91,29.5
2094,Male,164,71,27
2095,Female,159,55,23
2096,Male,183,90,29
2097,Female,163,59,25
2098,Male,176,79,28.5
2099,Male,165,69,27.5
2100,Male,188,95,30.5
